customer_id,credit_score,bureau_accounts,active_accounts,overdue_accounts,total_bureau_loan_amount,credit_utilization
C100602,784.0,3,2,0,407600.0,0.417
C100603,724.0,3,4,0,789500.0,0.233
C100604,670.0,4,2,0,312500.0,0.261
C100605,612.0,3,11,0,376200.0,0.15
C100606,753.0,7,7,0,817700.0,0.271
C100607,748.0,7,2,2,1094100.0,0.037
C100608,628.0,7,5,1,2071600.0,0.315
C100609,688.0,6,3,0,602700.0,0.296
C100610,773.0,5,1,0,1008900.0,0.289
C100611,670.0,10,2,0,983800.0,0.225
C100612,733.0,9,2,0,681500.0,0.242
C100613,603.0,2,3,1,675700.0,0.332
C100614,660.0,3,3,0,1341500.0,0.088
C100615,752.0,3,1,0,170600.0,0.271
C100616,645.0,3,3,2,984500.0,0.071
C100617,631.0,5,4,0,4645100.0,0.554
C100618,634.0,3,2,2,149800.0,0.19
C100619,690.0,5,2,0,493800.0,0.109
C100620,623.0,5,2,0,333700.0,0.139
C100621,705.0,4,5,0,388100.0,0.492
C100622,742.0,9,3,0,1203700.0,0.352
C100623,797.0,6,2,0,1704500.0,0.55
C100624,689.0,3,2,0,328100.0,0.097
C100625,801.0,4,4,0,521700.0,0.376
C100626,742.0,7,4,0,107700.0,0.177
C100627,699.0,7,9,0,1025200.0,0.131
C100628,740.0,6,2,0,618300.0,0.561
C100629,796.0,6,2,0,292800.0,0.037
C100630,795.0,7,2,0,381100.0,0.231
C100631,753.0,10,1,2,1096800.0,0.714
C100632,706.0,5,3,0,406800.0,0.385
C100633,758.0,5,4,1,329500.0,0.473
C100634,723.0,4,6,1,357100.0,0.44
C100635,721.0,5,3,0,513600.0,0.275
C100636,726.0,5,2,1,89300.0,0.247
C100637,812.0,3,2,0,375900.0,0.579
C100638,644.0,2,4,0,433800.0,0.308
C100639,707.0,5,2,0,672900.0,0.409
C100640,650.0,3,5,0,178600.0,0.571
C100641,759.0,3,4,0,815100.0,0.343
C100642,773.0,5,2,0,1317400.0,0.291
C100643,787.0,4,1,0,347500.0,0.274
C100644,692.0,6,4,0,144700.0,0.185
C100645,714.0,7,3,0,1530200.0,0.27
C100646,754.0,6,3,0,153000.0,0.3
C100647,722.0,5,2,0,1587400.0,0.689
C100648,728.0,4,4,1,1385600.0,0.165
C100649,722.0,5,2,0,360200.0,0.045
C100650,727.0,3,4,0,340100.0,0.603
C100651,705.0,4,1,0,592400.0,0.141
C100652,736.0,4,5,0,423200.0,0.219
C100653,630.0,4,3,1,658100.0,0.189
C100654,688.0,6,3,1,690200.0,0.278
C100655,638.0,3,2,0,540600.0,0.345
C100656,707.0,3,1,0,460300.0,0.406
C100657,671.0,2,6,0,780500.0,0.287
C100658,741.0,6,2,3,257400.0,0.39
C100659,782.0,4,2,0,171600.0,0.456
C100660,643.0,5,3,0,277800.0,0.644
C100661,668.0,4,4,1,739600.0,0.074
C100662,730.0,6,3,0,645900.0,0.09
C100663,792.0,4,3,1,708400.0,0.464
C100664,755.0,4,3,0,318800.0,0.376
C100665,736.0,7,3,1,270500.0,0.371
C100666,708.0,8,4,1,794800.0,0.323
C100667,687.0,7,2,0,1069100.0,0.058
C100668,733.0,7,5,1,354500.0,0.258
C100669,740.0,4,1,1,1230600.0,0.408
C100670,721.0,9,4,0,606300.0,0.683
C100671,679.0,10,2,0,709600.0,0.206
C100672,622.0,5,3,2,728200.0,0.128
C100673,664.0,4,1,1,243200.0,0.407
C100674,691.0,4,5,1,1915900.0,0.093
C100675,647.0,4,4,0,583200.0,0.135
C100676,730.0,3,4,0,437100.0,0.03
C100677,632.0,4,2,0,209100.0,0.145
C100678,695.0,9,6,1,297200.0,0.126
C100679,731.0,6,2,0,524800.0,0.121
C100680,757.0,5,4,0,453000.0,0.145
C100681,725.0,9,2,1,1412400.0,0.473
C100682,779.0,6,1,0,556600.0,0.66
C100683,,4,4,0,711400.0,0.666
C100684,668.0,7,4,0,68600.0,0.533
C100685,772.0,4,3,2,943600.0,0.69
C100686,663.0,4,3,0,609400.0,0.213
C100687,703.0,5,2,0,613900.0,0.475
C100688,615.0,1,2,1,360000.0,0.183
C100689,774.0,3,5,0,1120400.0,0.182
C100690,751.0,4,4,0,1002600.0,0.238
C100691,670.0,4,3,1,504400.0,0.213
C100692,614.0,2,5,0,1223500.0,0.32
C100693,725.0,7,6,0,896600.0,0.304
C100694,727.0,4,1,1,916100.0,0.112
C100695,776.0,8,1,0,500100.0,0.096
C100696,814.0,5,1,1,1788900.0,0.384
C100697,724.0,9,4,0,736000.0,0.471
C100698,699.0,4,2,0,432000.0,0.517
C100699,698.0,10,3,0,343900.0,0.56
C100700,695.0,5,3,0,715200.0,0.213
C100701,635.0,4,3,0,371800.0,0.102
C100702,661.0,5,3,0,445600.0,0.047
C100703,706.0,5,3,1,1579600.0,0.209
C100704,620.0,10,2,1,279400.0,0.081
C100705,638.0,5,4,0,2028400.0,0.145
C100706,779.0,6,1,1,350700.0,0.205
C100707,674.0,6,7,0,552800.0,0.303
C100708,756.0,3,3,1,1656600.0,0.626
C100709,772.0,3,3,0,283200.0,0.295
C100710,712.0,5,2,0,1021900.0,0.334
C100711,757.0,3,1,0,854500.0,0.368
C100712,701.0,5,3,0,1802000.0,0.135
C100713,663.0,3,2,0,975400.0,0.319
C100714,705.0,7,2,0,1190600.0,0.471
C100715,715.0,5,3,0,318300.0,0.146
C100716,718.0,2,3,0,920100.0,0.46
C100717,715.0,7,3,1,2386900.0,0.243
C100718,689.0,4,1,0,342500.0,0.415
C100719,770.0,7,1,0,349700.0,0.168
C100720,700.0,7,3,0,893200.0,0.614
C100721,688.0,5,3,0,1933600.0,0.394
C100722,763.0,4,3,0,1195500.0,0.269
C100723,656.0,6,5,0,108600.0,0.048
C100724,711.0,3,1,0,472400.0,0.151
C100725,793.0,5,5,0,108200.0,0.408
C100726,715.0,6,4,1,334600.0,0.38
C100727,790.0,4,1,1,1101000.0,0.38
C100728,698.0,6,1,0,1268000.0,0.105
C100729,684.0,5,3,1,196900.0,0.294
C100730,703.0,3,3,1,179200.0,0.259
C100731,,5,2,0,714500.0,0.141
C100732,692.0,5,4,0,236500.0,0.27
C100733,688.0,1,2,0,463400.0,0.076
C100734,756.0,1,2,0,2801500.0,0.353
C100735,734.0,6,2,1,627400.0,0.467
C100736,700.0,1,3,0,232900.0,0.132
C100737,671.0,6,2,0,452100.0,0.253
C100738,850.0,6,4,0,660800.0,0.242
C100739,701.0,3,2,0,1281600.0,0.126
C100740,790.0,3,2,1,417000.0,0.452
C100741,647.0,5,1,0,850800.0,0.227
C100742,671.0,4,3,1,1100500.0,0.253
C100743,780.0,4,2,1,191800.0,0.537
C100744,651.0,5,4,0,749100.0,0.87
C100745,653.0,9,4,1,1535000.0,0.235
C100746,709.0,5,2,0,606600.0,0.197
C100747,672.0,9,1,0,701200.0,0.219
C100748,,4,10,1,332000.0,0.283
C100749,721.0,4,2,0,571800.0,0.03
C100750,760.0,2,6,1,685000.0,0.26
C100751,722.0,4,2,1,381200.0,0.222
C100752,728.0,6,1,2,164500.0,0.341
C100753,785.0,7,2,1,226000.0,0.208
C100754,,5,3,1,544200.0,0.177
C100755,693.0,6,2,0,650000.0,0.142
C100756,610.0,6,2,0,550700.0,0.469
C100757,657.0,2,2,0,807000.0,0.392
C100758,771.0,7,2,1,240100.0,0.619
C100759,686.0,5,1,0,256600.0,0.568
C100760,673.0,4,2,0,637900.0,0.268
C100761,687.0,6,3,0,1201000.0,0.611
C100762,800.0,7,3,1,546200.0,0.338
C100763,716.0,2,2,1,670800.0,0.54
C100764,692.0,6,3,0,261900.0,0.641
C100765,674.0,3,2,1,698500.0,0.378
C100766,652.0,4,1,1,362300.0,0.304
C100767,850.0,3,4,0,163100.0,0.507
C100768,710.0,5,4,0,550400.0,0.218
C100769,721.0,3,5,0,453700.0,0.135
C100770,695.0,4,6,0,803900.0,0.091
C100771,771.0,2,3,0,887400.0,0.306
C100772,657.0,3,4,1,1435400.0,0.226
C100773,606.0,3,1,1,703500.0,0.266
C100774,681.0,4,6,0,1225900.0,0.235
C100775,731.0,5,2,0,899500.0,0.44
C100776,837.0,2,1,1,426800.0,0.352
C100777,708.0,3,3,1,290000.0,0.561
C100778,665.0,5,5,0,703000.0,0.577
C100779,700.0,2,2,1,448700.0,0.285
C100780,669.0,6,1,0,1394500.0,0.307
C100781,669.0,4,4,0,375100.0,0.533
C100782,718.0,5,3,0,342500.0,0.285
C100783,,5,5,1,797600.0,0.5
C100784,676.0,5,4,0,311600.0,0.249
C100785,773.0,5,2,0,248800.0,0.036
C100786,708.0,5,3,0,571300.0,0.362
C100787,719.0,5,2,0,746800.0,0.25
C100788,684.0,5,4,0,1238800.0,0.446
C100789,733.0,6,4,0,823400.0,0.237
C100790,735.0,5,5,0,402300.0,0.209
C100791,749.0,2,3,2,1837900.0,0.176
C100792,668.0,5,3,0,309700.0,0.648
C100793,748.0,5,3,0,570700.0,0.642
C100794,681.0,4,2,0,245000.0,0.095
C100795,718.0,3,2,0,422400.0,0.401
C100796,754.0,7,5,0,642300.0,0.238
C100797,797.0,6,5,1,284000.0,0.64
C100798,688.0,3,1,0,2108300.0,0.169
C100799,652.0,5,2,0,300900.0,0.218
