customer_id,age,gender,city,state,employment_type,monthly_income,customer_segment
C100361,40.0,Male,Coimbatore,Tamil Nadu,Retired,46800.0,Mass Affluent
C100362,30.0,Female,Dwarka,Delhi,Business Owner,196600.0,Affluent
C100363,44.0,Female,Surat,Gujarat,Business Owner,372600.0,Affluent
C100364,39.0,Male,Mysuru,Karnataka,Salaried,125300.0,Mass Affluent
C100365,36.0,Male,Coimbatore,Tamil Nadu,Salaried,33300.0,Mass
C100366,46.0,Female,Bengaluru,Karnataka,Contract,18000.0,SME
C100367,27.0,Male,Bengaluru,Karnataka,Salaried,70600.0,Mass Affluent
C100368,49.0,Female,Warangal,Telangana,Salaried,106300.0,Mass
C100369,21.0,Male,Kolkata,West Bengal,Salaried,31900.0,Mass
C100370,56.0,Male,Mysuru,Karnataka,Self-employed,64300.0,Mass Affluent
C100371,41.0,Male,Warangal,Telangana,Salaried,54100.0,Mass
C100372,37.0,Male,Hyderabad,Telangana,Business Owner,119000.0,Mass Affluent
C100373,32.0,Female,Ahmedabad,Gujarat,Salaried,61200.0,Mass
C100374,45.0,Female,Warangal,Telangana,Business Owner,148200.0,Mass
C100375,38.0,Male,Dwarka,Delhi,Contract,79000.0,Mass
C100376,38.0,Male,Pune,Maharashtra,Business Owner,121500.0,Affluent
C100377,50.0,Male,Ahmedabad,Gujarat,Salaried,93300.0,Affluent
C100378,35.0,Female,Mysuru,Karnataka,Self-employed,201100.0,Mass
C100379,37.0,Female,New Delhi,Delhi,Contract,31100.0,Mass Affluent
C100380,44.0,Female,Kolkata,West Bengal,Business Owner,73700.0,Mass
C100381,50.0,Female,Dwarka,Delhi,Salaried,84000.0,Mass
C100382,38.0,Male,Chennai,Tamil Nadu,Salaried,153800.0,SME
C100383,41.0,Male,Mumbai,Maharashtra,Contract,53200.0,Mass
C100384,40.0,Female,Mysuru,Karnataka,Self-employed,134700.0,Mass Affluent
C100385,47.0,Female,New Delhi,Delhi,Salaried,58300.0,Affluent
C100386,55.0,Male,Ahmedabad,Gujarat,Self-employed,124600.0,Mass Affluent
C100387,30.0,Male,Ahmedabad,Gujarat,Self-employed,62300.0,Mass
C100388,38.0,Male,Mysuru,Karnataka,Salaried,91000.0,Mass Affluent
C100389,39.0,Male,Hyderabad,Telangana,Contract,59300.0,Affluent
C100390,46.0,Female,Warangal,Telangana,Salaried,80300.0,Mass Affluent
C100391,55.0,Female,Ahmedabad,Gujarat,Salaried,125100.0,Mass
C100392,39.0,Female,New Delhi,Delhi,Salaried,109000.0,Affluent
C100393,42.0,Male,Dwarka,Delhi,Salaried,51500.0,Mass
C100394,51.0,Male,Coimbatore,Tamil Nadu,Contract,74300.0,Mass
C100395,27.0,Female,Kolkata,West Bengal,Self-employed,38700.0,Mass
C100396,32.0,Female,New Delhi,Delhi,Salaried,105600.0,SME
C100397,35.0,Female,Mumbai,Maharashtra,Salaried,233500.0,Mass
C100398,39.0,Female,New Delhi,Delhi,Salaried,86100.0,Mass
C100399,42.0,Male,Siliguri,West Bengal,Business Owner,151000.0,Mass
C100400,34.0,Male,Surat,Gujarat,Contract,51600.0,Mass
C100401,57.0,Female,Coimbatore,Tamil Nadu,Salaried,99000.0,Mass
C100402,32.0,Male,Siliguri,West Bengal,Self-employed,68500.0,SME
C100403,37.0,Female,Mumbai,Maharashtra,Salaried,92300.0,SME
C100404,51.0,Female,Ahmedabad,Gujarat,Salaried,60400.0,Mass
C100405,47.0,Female,Hyderabad,Telangana,Business Owner,100000.0,Mass
C100406,39.0,Male,Pune,Maharashtra,Retired,46800.0,Mass
C100407,43.0,Female,New Delhi,Delhi,Salaried,66700.0,SME
C100408,48.0,Female,Coimbatore,Tamil Nadu,Self-employed,38600.0,Mass
C100409,39.0,Male,Chennai,Tamil Nadu,Salaried,174700.0,Affluent
C100410,46.0,Female,Bengaluru,Karnataka,Salaried,73100.0,Mass Affluent
C100411,30.0,Male,Ahmedabad,Gujarat,Self-employed,39400.0,Affluent
C100412,40.0,Female,Surat,Gujarat,Salaried,111600.0,Mass
C100413,23.0,Female,Mumbai,Maharashtra,Business Owner,120000.0,SME
C100414,30.0,Male,Surat,Gujarat,Business Owner,133300.0,SME
C100415,28.0,Female,Hyderabad,Telangana,Salaried,94500.0,Mass
C100416,52.0,Male,Bengaluru,Karnataka,Self-employed,56600.0,SME
C100417,35.0,Male,Chennai,Tamil Nadu,Salaried,18300.0,Affluent
C100418,42.0,Male,Bengaluru,Karnataka,Business Owner,116300.0,Mass
C100419,30.0,Male,New Delhi,Delhi,Salaried,76700.0,Mass Affluent
C100420,37.0,Male,Pune,Maharashtra,Business Owner,191000.0,Mass
C100421,37.0,Female,Dwarka,Delhi,Self-employed,60200.0,Affluent
C100422,31.0,Male,Pune,Maharashtra,Self-employed,75100.0,Mass
C100423,48.0,Male,Mumbai,Maharashtra,Salaried,82300.0,Affluent
C100424,22.0,Female,Ahmedabad,Gujarat,Contract,44000.0,Mass
C100425,46.0,Male,New Delhi,Delhi,Salaried,61500.0,Affluent
C100426,66.0,Female,Chennai,Tamil Nadu,Business Owner,136500.0,Affluent
C100427,31.0,Male,Kolkata,West Bengal,Salaried,43900.0,Affluent
C100428,40.0,Female,Chennai,Tamil Nadu,Salaried,140300.0,Mass
C100429,23.0,Male,Bengaluru,Karnataka,Business Owner,80300.0,Mass Affluent
C100430,39.0,Male,Siliguri,West Bengal,Salaried,69900.0,Mass Affluent
C100431,22.0,Female,Mumbai,Maharashtra,Business Owner,104900.0,Mass
C100432,46.0,Female,Siliguri,West Bengal,Salaried,50000.0,SME
C100433,34.0,Male,Mumbai,Maharashtra,Business Owner,154700.0,SME
C100434,21.0,Male,Ahmedabad,Gujarat,Business Owner,191600.0,Mass Affluent
C100435,26.0,Female,Dwarka,Delhi,Contract,97700.0,Affluent
C100436,23.0,Male,Mumbai,Maharashtra,Salaried,89300.0,Mass
C100437,36.0,Male,Siliguri,West Bengal,Salaried,56100.0,Mass
C100438,48.0,Male,Chennai,Tamil Nadu,Retired,65400.0,Mass
C100439,35.0,Male,Mumbai,Maharashtra,Self-employed,44100.0,Mass Affluent
C100440,27.0,Male,Surat,Gujarat,Salaried,70200.0,Affluent
C100441,30.0,Male,Kolkata,West Bengal,Business Owner,153600.0,Affluent
C100442,40.0,Male,Mysuru,Karnataka,Salaried,88400.0,Mass
C100443,21.0,Female,New Delhi,Delhi,Retired,26400.0,Affluent
C100444,45.0,Female,Siliguri,West Bengal,Business Owner,61800.0,Affluent
C100445,43.0,Male,Mumbai,Maharashtra,Self-employed,178000.0,Mass Affluent
C100446,21.0,Female,Surat,Gujarat,Salaried,54300.0,Mass Affluent
C100447,51.0,Female,Chennai,Tamil Nadu,Business Owner,57600.0,Mass Affluent
C100448,22.0,Female,Pune,Maharashtra,Contract,28900.0,Mass
C100449,36.0,Female,Mysuru,Karnataka,Business Owner,121500.0,Mass
C100450,51.0,Male,Kolkata,West Bengal,Contract,85600.0,Mass Affluent
C100451,22.0,Male,Hyderabad,Telangana,Salaried,68100.0,Mass Affluent
C100452,21.0,Female,Kolkata,West Bengal,Business Owner,206800.0,Mass Affluent
C100453,27.0,Female,New Delhi,Delhi,Contract,55600.0,Mass Affluent
C100454,27.0,Female,Pune,Maharashtra,Salaried,84100.0,Affluent
C100455,37.0,Male,Coimbatore,Tamil Nadu,Salaried,105800.0,Mass
C100456,33.0,Male,Coimbatore,Tamil Nadu,Self-employed,70600.0,Mass
C100457,33.0,Female,Mysuru,Karnataka,Salaried,,SME
C100458,34.0,Female,Mumbai,Maharashtra,Salaried,56900.0,Mass Affluent
C100459,37.0,Female,Siliguri,West Bengal,Contract,37600.0,Mass Affluent
C100460,30.0,Male,Pune,Maharashtra,Contract,67200.0,Mass Affluent
C100461,42.0,Female,Surat,Gujarat,Self-employed,57600.0,Mass Affluent
C100462,38.0,Female,Ahmedabad,Gujarat,Business Owner,124100.0,Mass
C100463,28.0,Female,New Delhi,Delhi,Self-employed,58300.0,Mass Affluent
C100464,57.0,Male,Hyderabad,Telangana,Salaried,64900.0,Affluent
C100465,25.0,Male,Chennai,Tamil Nadu,Salaried,53200.0,Mass
C100466,46.0,Female,New Delhi,Delhi,Salaried,110400.0,SME
C100467,31.0,Male,Surat,Gujarat,Self-employed,86000.0,Mass
C100468,42.0,Female,Dwarka,Delhi,Self-employed,85800.0,Mass Affluent
C100469,44.0,Female,Siliguri,West Bengal,Salaried,141200.0,Affluent
C100470,47.0,Female,Ahmedabad,Gujarat,Salaried,18300.0,Mass
C100471,53.0,Male,Pune,Maharashtra,Salaried,40600.0,Mass Affluent
C100472,30.0,Male,Kolkata,West Bengal,Salaried,19500.0,Mass Affluent
C100473,68.0,Female,Mysuru,Karnataka,Contract,49200.0,Mass Affluent
C100474,43.0,Male,Bengaluru,Karnataka,Salaried,81300.0,Affluent
C100475,30.0,Male,Coimbatore,Tamil Nadu,Salaried,89100.0,Mass
C100476,25.0,Female,Surat,Gujarat,Self-employed,92500.0,Mass
C100477,63.0,Male,Dwarka,Delhi,Salaried,44900.0,Affluent
C100478,55.0,Female,Surat,Gujarat,Self-employed,180100.0,SME
C100479,38.0,Female,Pune,Maharashtra,Self-employed,93800.0,Mass
C100480,46.0,Male,Ahmedabad,Gujarat,Salaried,59000.0,Mass Affluent
C100481,52.0,Female,Mumbai,Maharashtra,Contract,29600.0,Mass
C100482,40.0,Male,Mysuru,Karnataka,Self-employed,98500.0,SME
C100483,34.0,Female,Mysuru,Karnataka,Salaried,53100.0,SME
C100484,38.0,Female,Ahmedabad,Gujarat,Retired,34900.0,Mass Affluent
C100485,47.0,Female,Chennai,Tamil Nadu,Salaried,72600.0,Mass Affluent
C100486,39.0,Female,Ahmedabad,Gujarat,Business Owner,128900.0,Mass Affluent
C100487,26.0,Male,Ahmedabad,Gujarat,Self-employed,56200.0,Mass Affluent
C100488,46.0,Male,Hyderabad,Telangana,Salaried,116000.0,Affluent
C100489,21.0,Male,Hyderabad,Telangana,Salaried,42000.0,Affluent
C100490,31.0,Male,Kolkata,West Bengal,Self-employed,49100.0,Affluent
C100491,51.0,Male,Mumbai,Maharashtra,Salaried,75700.0,Affluent
C100492,41.0,Male,Warangal,Telangana,Salaried,69700.0,Mass
C100493,41.0,Male,Pune,Maharashtra,Salaried,67900.0,Mass
C100494,40.0,Male,Warangal,Telangana,Salaried,54700.0,Mass Affluent
C100495,49.0,Male,Dwarka,Delhi,Business Owner,118600.0,Mass Affluent
C100496,38.0,Male,Kolkata,West Bengal,Salaried,51000.0,SME
C100497,21.0,Female,Siliguri,West Bengal,Salaried,31300.0,Mass
C100498,41.0,Female,Pune,Maharashtra,Contract,67500.0,Mass
C100499,21.0,Female,Kolkata,West Bengal,Salaried,41600.0,Affluent
C100500,21.0,Female,Bengaluru,Karnataka,Self-employed,72900.0,Mass Affluent
C100501,55.0,Female,Chennai,Tamil Nadu,Self-employed,112200.0,Mass
C100502,49.0,Female,Dwarka,Delhi,Retired,42900.0,Mass
C100503,34.0,Female,Kolkata,West Bengal,Salaried,225300.0,SME
C100504,38.0,Female,Chennai,Tamil Nadu,Contract,25800.0,Affluent
C100505,40.0,Female,Siliguri,West Bengal,Salaried,46800.0,Affluent
C100506,49.0,Female,Chennai,Tamil Nadu,Salaried,68200.0,Mass
C100507,31.0,Male,Coimbatore,Tamil Nadu,Self-employed,148500.0,Affluent
C100508,30.0,Male,Kolkata,West Bengal,Salaried,58600.0,Mass
C100509,32.0,Female,Surat,Gujarat,Self-employed,42300.0,Mass
C100510,40.0,Male,Hyderabad,Telangana,Self-employed,134800.0,Mass Affluent
C100511,41.0,Female,Coimbatore,Tamil Nadu,Salaried,43200.0,Mass Affluent
C100512,35.0,Male,Mumbai,Maharashtra,Business Owner,105900.0,Mass Affluent
C100513,46.0,Male,Bengaluru,Karnataka,Salaried,97300.0,SME
C100514,28.0,Male,Chennai,Tamil Nadu,Retired,31300.0,Mass
C100515,38.0,Male,Warangal,Telangana,Salaried,53400.0,Mass
C100516,32.0,Female,Kolkata,West Bengal,Salaried,81400.0,Mass
C100517,28.0,Female,Mumbai,Maharashtra,Self-employed,73400.0,Affluent
C100518,51.0,Male,Pune,Maharashtra,Salaried,74300.0,Affluent
C100519,35.0,Male,Warangal,Telangana,Salaried,42700.0,Affluent
C100520,28.0,Female,Mysuru,Karnataka,Contract,45700.0,Mass Affluent
C100521,39.0,Female,Ahmedabad,Gujarat,Salaried,39900.0,Mass
C100522,28.0,Female,Warangal,Telangana,Salaried,32400.0,Mass
C100523,45.0,Female,Siliguri,West Bengal,Salaried,143700.0,Mass
C100524,47.0,Male,Dwarka,Delhi,Self-employed,98500.0,Mass
C100525,49.0,Female,Dwarka,Delhi,Business Owner,,Mass
C100526,28.0,Female,Ahmedabad,Gujarat,Business Owner,74600.0,Mass Affluent
C100527,37.0,Male,Mumbai,Maharashtra,Salaried,64300.0,Mass
C100528,58.0,Female,Bengaluru,Karnataka,Salaried,,Mass Affluent
C100529,37.0,Female,Kolkata,West Bengal,Salaried,34400.0,SME
C100530,52.0,Male,Mumbai,Maharashtra,Salaried,83300.0,Mass
C100531,54.0,Male,Siliguri,West Bengal,Salaried,47100.0,Mass
C100532,25.0,Female,Hyderabad,Telangana,Contract,43900.0,Mass
C100533,51.0,Female,Kolkata,West Bengal,Salaried,32900.0,Mass
C100534,46.0,Female,Mysuru,Karnataka,Salaried,101800.0,Mass Affluent
C100535,48.0,Female,Hyderabad,Telangana,Self-employed,112800.0,Mass Affluent
C100536,56.0,Female,Mumbai,Maharashtra,Salaried,77700.0,Mass Affluent
C100537,43.0,Male,Hyderabad,Telangana,Salaried,,SME
C100538,40.0,Male,Pune,Maharashtra,Retired,33000.0,Mass Affluent
C100539,45.0,Male,Chennai,Tamil Nadu,Contract,83300.0,Mass Affluent
C100540,35.0,Female,Chennai,Tamil Nadu,Salaried,57500.0,Affluent
C100541,44.0,Male,Mysuru,Karnataka,Contract,54200.0,Affluent
C100542,21.0,Female,New Delhi,Delhi,Salaried,69400.0,Mass Affluent
C100543,56.0,Female,Coimbatore,Tamil Nadu,Self-employed,48400.0,Mass Affluent
C100544,33.0,Female,Mumbai,Maharashtra,Self-employed,159100.0,Mass
C100545,44.0,Female,Ahmedabad,Gujarat,Business Owner,47200.0,Mass Affluent
C100546,42.0,Female,Bengaluru,Karnataka,Salaried,72000.0,Mass Affluent
C100547,40.0,Male,Coimbatore,Tamil Nadu,Salaried,62600.0,Mass Affluent
C100548,40.0,Female,Coimbatore,Tamil Nadu,Business Owner,55600.0,Mass
C100549,39.0,Male,Warangal,Telangana,Salaried,75600.0,Mass Affluent
C100550,22.0,Female,Surat,Gujarat,Salaried,82300.0,Mass
C100551,33.0,Female,New Delhi,Delhi,Business Owner,117900.0,Mass
C100552,51.0,Male,Pune,Maharashtra,Business Owner,79400.0,Mass
C100553,28.0,Female,New Delhi,Delhi,Retired,51500.0,Affluent
C100554,28.0,Female,Warangal,Telangana,Salaried,107500.0,Mass
C100555,60.0,Female,Siliguri,West Bengal,Self-employed,,SME
C100556,51.0,Male,Siliguri,West Bengal,Salaried,141500.0,Mass
C100557,55.0,Male,Bengaluru,Karnataka,Salaried,95900.0,Mass Affluent
C100558,39.0,Male,Mysuru,Karnataka,Salaried,92100.0,Mass
C100559,41.0,Male,Dwarka,Delhi,Salaried,121800.0,Mass Affluent
C100560,47.0,Female,Bengaluru,Karnataka,Salaried,48400.0,Affluent
C100561,44.0,Male,Bengaluru,Karnataka,Salaried,51500.0,Mass Affluent
C100562,38.0,Male,Mysuru,Karnataka,Contract,60700.0,Mass Affluent
C100563,24.0,Male,Siliguri,West Bengal,Salaried,82300.0,SME
C100564,31.0,Male,Warangal,Telangana,Salaried,128500.0,Mass Affluent
C100565,23.0,Male,Dwarka,Delhi,Contract,80600.0,Mass
C100566,55.0,Female,New Delhi,Delhi,Business Owner,124800.0,Mass
C100567,35.0,Female,Chennai,Tamil Nadu,Business Owner,127300.0,Affluent
C100568,37.0,Male,New Delhi,Delhi,Contract,42600.0,Mass Affluent
C100569,42.0,Female,Mysuru,Karnataka,Business Owner,98000.0,Mass
C100570,39.0,Female,Mumbai,Maharashtra,Salaried,53300.0,Mass Affluent
C100571,44.0,Male,Hyderabad,Telangana,Retired,63400.0,Mass
C100572,32.0,Male,New Delhi,Delhi,Salaried,,Affluent
C100573,23.0,Female,Chennai,Tamil Nadu,Contract,41200.0,Affluent
C100574,56.0,Male,Dwarka,Delhi,Salaried,70300.0,Affluent
C100575,31.0,Female,Mumbai,Maharashtra,Salaried,52000.0,Mass Affluent
C100576,34.0,Female,Surat,Gujarat,Salaried,59100.0,Mass
C100577,30.0,Male,Mumbai,Maharashtra,Salaried,24500.0,Affluent
C100578,33.0,Female,Dwarka,Delhi,Contract,57300.0,Mass Affluent
C100579,39.0,Female,Coimbatore,Tamil Nadu,Business Owner,101200.0,Affluent
C100580,46.0,Female,Surat,Gujarat,Business Owner,126800.0,Affluent
C100581,28.0,Female,Hyderabad,Telangana,Salaried,77700.0,Affluent
C100582,41.0,Female,Bengaluru,Karnataka,Salaried,28600.0,Affluent
C100583,32.0,Male,Dwarka,Delhi,Salaried,194700.0,Affluent
C100584,51.0,Male,Warangal,Telangana,Business Owner,125900.0,Mass Affluent
C100585,26.0,Male,Kolkata,West Bengal,Salaried,72100.0,Mass
C100586,39.0,Female,New Delhi,Delhi,Salaried,,Mass
C100587,46.0,Male,Siliguri,West Bengal,Salaried,88800.0,Affluent
C100588,25.0,Female,Chennai,Tamil Nadu,Contract,59900.0,Affluent
C100589,39.0,Female,Kolkata,West Bengal,Contract,42500.0,Mass
C100590,40.0,Female,Siliguri,West Bengal,Salaried,75900.0,Mass
C100591,30.0,Female,Ahmedabad,Gujarat,Contract,89700.0,Affluent
C100592,36.0,Female,Ahmedabad,Gujarat,Salaried,58900.0,Mass
C100593,48.0,Male,New Delhi,Delhi,Business Owner,80900.0,Mass Affluent
C100594,41.0,Male,Kolkata,West Bengal,Salaried,125400.0,Mass Affluent
C100595,34.0,Male,New Delhi,Delhi,Salaried,77800.0,Mass Affluent
C100596,36.0,Male,Hyderabad,Telangana,Self-employed,78600.0,Affluent
C100597,43.0,Female,Chennai,Tamil Nadu,Salaried,195200.0,Mass Affluent
C100598,51.0,Male,Warangal,Telangana,Salaried,74500.0,SME
C100599,46.0,Female,Chennai,Tamil Nadu,Self-employed,79000.0,Mass Affluent
C100600,46.0,Female,New Delhi,Delhi,Business Owner,138500.0,Mass Affluent
C100601,54.0,Male,Pune,Maharashtra,Retired,37500.0,Mass
C100602,23.0,Male,Pune,Maharashtra,Salaried,76500.0,Affluent
C100603,24.0,Male,Surat,Gujarat,Salaried,74200.0,Mass
C100604,21.0,Male,Kolkata,West Bengal,Salaried,51600.0,Mass
C100605,47.0,Male,Mysuru,Karnataka,Salaried,61700.0,Mass Affluent
C100606,21.0,Female,Pune,Maharashtra,Salaried,79700.0,Mass Affluent
C100607,38.0,Male,Mumbai,Maharashtra,Salaried,82200.0,SME
C100608,46.0,Male,Ahmedabad,Gujarat,Business Owner,159100.0,SME
C100609,24.0,Male,Dwarka,Delhi,Salaried,98400.0,SME
C100610,31.0,Male,Bengaluru,Karnataka,Self-employed,95100.0,Affluent
C100611,35.0,Female,Surat,Gujarat,Salaried,87100.0,Mass
C100612,46.0,Male,New Delhi,Delhi,Salaried,58100.0,Affluent
C100613,23.0,Male,Dwarka,Delhi,Self-employed,75600.0,Mass
C100614,41.0,Male,Mumbai,Maharashtra,Salaried,109900.0,Mass
C100615,45.0,Male,Coimbatore,Tamil Nadu,Salaried,28300.0,SME
C100616,40.0,Female,Ahmedabad,Gujarat,Salaried,81200.0,Mass Affluent
C100617,40.0,Female,Warangal,Telangana,Self-employed,350300.0,SME
C100618,51.0,Female,Dwarka,Delhi,Contract,22000.0,Mass
C100619,40.0,Male,Bengaluru,Karnataka,Salaried,134300.0,Mass Affluent
C100620,38.0,Male,Hyderabad,Telangana,Salaried,31000.0,Mass
C100621,35.0,Male,Mumbai,Maharashtra,Self-employed,98600.0,Mass Affluent
C100622,45.0,Male,Siliguri,West Bengal,Salaried,141000.0,SME
C100623,35.0,Male,Warangal,Telangana,Salaried,132200.0,Mass Affluent
C100624,45.0,Female,Surat,Gujarat,Retired,29000.0,Mass
C100625,39.0,Male,Dwarka,Delhi,Salaried,37500.0,Mass
C100626,49.0,Female,Coimbatore,Tamil Nadu,Contract,26000.0,Mass
C100627,30.0,Female,Siliguri,West Bengal,Self-employed,114100.0,Mass Affluent
C100628,39.0,Male,Mumbai,Maharashtra,Salaried,56200.0,Affluent
C100629,42.0,Male,Chennai,Tamil Nadu,Salaried,67100.0,SME
C100630,42.0,Male,Surat,Gujarat,Salaried,75100.0,Mass
C100631,49.0,Female,Ahmedabad,Gujarat,Self-employed,98800.0,Mass
C100632,42.0,Male,Mysuru,Karnataka,Contract,62600.0,Mass
C100633,47.0,Male,Pune,Maharashtra,Salaried,70400.0,Mass
C100634,58.0,Male,Siliguri,West Bengal,Salaried,32300.0,Mass
C100635,47.0,Male,Mumbai,Maharashtra,Salaried,128000.0,Mass
C100636,27.0,Male,Surat,Gujarat,Salaried,,Affluent
C100637,24.0,Male,Warangal,Telangana,Salaried,115800.0,Mass
C100638,45.0,Female,Mumbai,Maharashtra,Retired,32700.0,Mass
C100639,34.0,Male,Mysuru,Karnataka,Business Owner,107400.0,Mass
C100640,41.0,Male,Bengaluru,Karnataka,Contract,38700.0,Affluent
C100641,36.0,Male,Mumbai,Maharashtra,Self-employed,69100.0,Mass Affluent
C100642,51.0,Female,Warangal,Telangana,Business Owner,116100.0,Mass
C100643,50.0,Male,Mumbai,Maharashtra,Business Owner,103300.0,Mass Affluent
C100644,27.0,Male,Coimbatore,Tamil Nadu,Salaried,40400.0,Mass Affluent
C100645,41.0,Male,Chennai,Tamil Nadu,Self-employed,119400.0,Mass Affluent
C100646,35.0,Female,Mumbai,Maharashtra,Salaried,51000.0,Mass Affluent
C100647,25.0,Male,Coimbatore,Tamil Nadu,Salaried,121000.0,Mass
C100648,45.0,Female,Hyderabad,Telangana,Business Owner,109200.0,Mass Affluent
C100649,37.0,Female,Dwarka,Delhi,Salaried,48100.0,Mass Affluent
C100650,42.0,Male,New Delhi,Delhi,Salaried,80500.0,Mass
C100651,63.0,Female,Kolkata,West Bengal,Contract,72800.0,Mass
C100652,51.0,Female,Bengaluru,Karnataka,Salaried,43600.0,Mass
C100653,49.0,Male,Chennai,Tamil Nadu,Salaried,58200.0,Mass
C100654,34.0,Female,Hyderabad,Telangana,Salaried,125600.0,Mass Affluent
C100655,26.0,Female,Mysuru,Karnataka,Salaried,42200.0,Mass Affluent
C100656,51.0,Male,Chennai,Tamil Nadu,Contract,33300.0,Affluent
C100657,35.0,Male,Hyderabad,Telangana,Salaried,71200.0,Affluent
C100658,38.0,Female,Warangal,Telangana,Contract,28300.0,Mass Affluent
C100659,34.0,Male,Pune,Maharashtra,Salaried,21800.0,Mass
C100660,39.0,Female,Coimbatore,Tamil Nadu,Contract,23000.0,Mass
C100661,62.0,Male,Coimbatore,Tamil Nadu,Contract,57800.0,Mass Affluent
C100662,35.0,Male,Coimbatore,Tamil Nadu,Self-employed,109200.0,Mass
C100663,35.0,Female,Coimbatore,Tamil Nadu,Business Owner,152600.0,Mass Affluent
C100664,40.0,Male,Ahmedabad,Gujarat,Salaried,78800.0,Mass
C100665,41.0,Male,Chennai,Tamil Nadu,Salaried,37900.0,Affluent
C100666,26.0,Female,Warangal,Telangana,Self-employed,110300.0,Mass
C100667,21.0,Male,Pune,Maharashtra,Salaried,111000.0,Mass Affluent
C100668,32.0,Male,Surat,Gujarat,Salaried,48300.0,Mass
C100669,36.0,Male,Dwarka,Delhi,Self-employed,124300.0,Mass
C100670,30.0,Female,Chennai,Tamil Nadu,Business Owner,99200.0,Mass Affluent
C100671,28.0,Male,Warangal,Telangana,Contract,53200.0,Mass Affluent
C100672,28.0,Male,Surat,Gujarat,Salaried,78000.0,Affluent
C100673,34.0,Male,Ahmedabad,Gujarat,Contract,25000.0,Mass
C100674,37.0,Male,Kolkata,West Bengal,Self-employed,157400.0,Affluent
C100675,22.0,Female,Siliguri,West Bengal,Self-employed,55400.0,Mass
C100676,32.0,Female,Surat,Gujarat,Salaried,63200.0,Mass
C100677,41.0,Female,Chennai,Tamil Nadu,Contract,39100.0,SME
C100678,37.0,Male,Ahmedabad,Gujarat,Salaried,81300.0,Mass Affluent
C100679,24.0,Male,Hyderabad,Telangana,Salaried,80400.0,Mass
C100680,34.0,Male,Chennai,Tamil Nadu,Business Owner,118200.0,Mass Affluent
C100681,38.0,Male,New Delhi,Delhi,Self-employed,153900.0,Affluent
C100682,45.0,Female,Pune,Maharashtra,Business Owner,133000.0,Affluent
C100683,21.0,Female,Bengaluru,Karnataka,Salaried,55300.0,Mass
C100684,45.0,Male,Pune,Maharashtra,Salaried,18100.0,Mass Affluent
C100685,33.0,Female,Kolkata,West Bengal,Self-employed,71800.0,Mass
C100686,40.0,Male,Kolkata,West Bengal,Business Owner,102800.0,Mass
C100687,45.0,Female,Ahmedabad,Gujarat,Self-employed,55100.0,Mass Affluent
C100688,29.0,Male,Mysuru,Karnataka,Self-employed,55300.0,Mass
C100689,30.0,Male,Siliguri,West Bengal,Self-employed,106400.0,Affluent
C100690,37.0,Female,Mysuru,Karnataka,Salaried,106000.0,Mass
C100691,45.0,Male,Surat,Gujarat,Salaried,155300.0,Mass Affluent
C100692,32.0,Female,Ahmedabad,Gujarat,Salaried,110700.0,Mass
C100693,24.0,Female,Siliguri,West Bengal,Business Owner,85200.0,Mass Affluent
C100694,31.0,Female,Ahmedabad,Gujarat,Self-employed,91500.0,Mass Affluent
C100695,41.0,Female,Pune,Maharashtra,Business Owner,63400.0,SME
C100696,49.0,Female,Mumbai,Maharashtra,Business Owner,162800.0,Mass Affluent
C100697,33.0,Male,Mumbai,Maharashtra,Contract,57400.0,Mass
C100698,34.0,Male,Kolkata,West Bengal,Contract,37100.0,Mass
C100699,36.0,Female,Bengaluru,Karnataka,Salaried,63100.0,Mass Affluent
C100700,36.0,Male,Surat,Gujarat,Self-employed,72800.0,SME
C100701,28.0,Female,Chennai,Tamil Nadu,Salaried,49700.0,Mass Affluent
C100702,33.0,Male,Kolkata,West Bengal,Salaried,120000.0,SME
C100703,40.0,Female,Hyderabad,Telangana,Salaried,267800.0,Mass
C100704,39.0,Female,Mumbai,Maharashtra,Contract,70900.0,Mass Affluent
C100705,38.0,Male,New Delhi,Delhi,Business Owner,188600.0,Affluent
C100706,28.0,Male,Warangal,Telangana,Salaried,71200.0,Affluent
C100707,32.0,Female,New Delhi,Delhi,Salaried,56600.0,Mass
C100708,30.0,Female,Mysuru,Karnataka,Business Owner,314800.0,Mass
C100709,48.0,Female,Ahmedabad,Gujarat,Retired,36300.0,Affluent
C100710,52.0,Male,Hyderabad,Telangana,Salaried,79200.0,Mass Affluent
C100711,41.0,Male,Mumbai,Maharashtra,Salaried,62800.0,Mass
C100712,53.0,Female,Mysuru,Karnataka,Business Owner,152900.0,Mass Affluent
C100713,35.0,Female,Warangal,Telangana,Self-employed,79800.0,Mass Affluent
C100714,35.0,Male,Mumbai,Maharashtra,Business Owner,153100.0,Mass
C100715,25.0,Female,Mumbai,Maharashtra,Salaried,37500.0,Mass Affluent
C100716,40.0,Female,Coimbatore,Tamil Nadu,Self-employed,77900.0,Mass Affluent
C100717,33.0,Female,Mysuru,Karnataka,Business Owner,217200.0,SME
C100718,39.0,Female,Chennai,Tamil Nadu,Salaried,41600.0,Mass Affluent
C100719,42.0,Female,Ahmedabad,Gujarat,Salaried,49100.0,Mass Affluent
C100720,35.0,Female,Mysuru,Karnataka,Salaried,122800.0,Mass
