loan_id,customer_id,loan_type,loan_amount,tenure_months,interest_rate,loan_status,disbursement_date
L200410,C100660,Home,338003.35,60,19.7,Active,2026-06-21
L200411,C100268,Auto,245108.31,120,13.19,Active,2025-11-19
L200412,C100068,Personal,148277.45,48,17.45,Delinquent,2025-09-06
L200413,C100474,Auto,375447.47,36,8.91,Active,2026-05-14
L200414,C100566,Auto,567687.51,180,15.83,Active,2026-04-30
L200415,C100145,Home,1628952.03,24,12.59,Closed,2026-04-29
L200416,C100315,Auto,448655.48,12,13.72,Closed,2026-03-09
L200417,C100280,Personal,108717.19,180,11.99,Active,2026-03-24
L200418,C100708,Auto,2129151.07,180,12.62,Active,2026-05-25
L200419,C100745,Auto,1034556.91,12,17.35,Closed,2026-05-03
L200420,C100198,Personal,157260.91,24,12.46,Active,2025-10-07
L200421,C100759,Business,237249.27,36,12.91,Active,2025-08-02
L200422,C100760,Home,1029669.84,60,12.89,Active,2025-12-18
L200423,C100071,Personal,317716.1,48,13.03,Active,2025-08-07
L200424,C100117,Auto,319313.6,120,9.97,Active,2026-01-04
L200425,C100517,Personal,133836.79,12,9.06,Active,2026-01-04
L200426,C100298,Education,328172.87,60,12.21,Closed,2026-06-08
L200427,C100531,Auto,137208.72,24,16.87,Closed,2025-12-19
L200428,C100413,Personal,86166.08,48,12.59,Delinquent,2025-10-06
L200429,C100280,Home,435742.93,120,12.4,Active,2026-04-24
L200430,C100072,Education,148057.87,36,14.78,Closed,2025-10-29
L200431,C100753,Personal,51673.26,48,11.68,Active,2025-12-23
L200432,C100293,Personal,122089.06,180,15.63,Active,2025-08-19
L200433,C100457,Business,396376.63,60,13.79,Active,2026-01-23
L200434,C100661,Personal,90155.92,36,13.4,Active,2026-01-20
L200435,C100580,Auto,661349.49,12,13.78,Written Off,2026-03-30
L200436,C100218,Education,144929.36,36,11.79,Active,2025-12-06
L200437,C100514,Personal,36047.02,48,15.46,Closed,2026-06-29
L200438,C100698,Business,266290.36,120,7.0,Active,2025-09-26
L200439,C100662,Personal,194508.61,24,9.16,Active,2026-03-09
L200440,C100501,Home,848083.16,48,14.64,Active,2025-11-26
L200441,C100347,Business,133290.39,60,7.5,Closed,2025-07-06
L200442,C100540,Personal,101590.05,120,13.44,Closed,2026-05-28
L200443,C100000,Auto,336894.02,60,13.39,Closed,2025-07-16
L200444,C100780,Business,1465599.62,24,7.32,Default,2026-03-06
L200445,C100005,Personal,110447.57,36,11.38,Active,2026-05-04
L200446,C100406,Home,625176.96,24,17.7,Closed,2025-08-03
L200447,C100079,Education,277414.54,48,15.37,Active,2026-04-01
L200448,C100659,Personal,30107.42,48,15.32,Active,2025-12-26
L200449,C100595,Education,395280.7,60,12.1,Active,2025-09-24
L200450,C100536,Home,1577567.19,12,14.72,Delinquent,2025-07-11
L200451,C100020,Auto,171063.17,24,11.83,Active,2026-02-09
L200452,C100735,Business,978001.78,48,12.46,Closed,2026-01-16
L200453,C100505,Education,125651.66,12,17.8,Closed,2025-11-05
L200454,C100073,Business,268664.26,12,18.09,Closed,2026-06-28
L200455,C100065,Home,160964.31,180,15.46,Active,2026-06-13
L200456,C100688,Home,440005.86,12,11.43,Active,2025-12-23
L200457,C100781,Home,1310814.76,120,11.04,Delinquent,2026-03-14
L200458,C100026,Business,875145.03,36,11.64,Active,2025-07-11
L200459,C100056,Auto,769180.74,60,13.08,Active,2026-05-26
L200460,C100219,Auto,1577635.96,60,15.89,Active,2026-02-19
L200461,C100239,Personal,67588.74,120,16.61,Active,2026-04-25
L200462,C100035,Auto,155000.42,48,15.74,Delinquent,2026-04-04
L200463,C100274,Home,153475.78,36,13.06,Closed,2026-05-19
L200464,C100130,Personal,32842.29,120,16.81,Active,2026-05-15
L200465,C100674,Auto,419989.68,12,20.09,Active,2026-05-17
L200466,C100511,Home,835538.24,12,8.13,Closed,2025-07-10
L200467,C100195,Personal,72589.2,12,16.25,Active,2026-01-20
L200468,C100451,Personal,72776.67,60,13.6,Delinquent,2025-08-30
L200469,C100537,Business,414375.56,60,14.99,Delinquent,2025-11-16
L200470,C100386,Personal,251748.96,48,13.38,Delinquent,2026-03-01
L200471,C100501,Auto,527227.32,24,14.47,Active,2026-04-26
L200472,C100360,Home,470643.76,12,11.57,Active,2025-09-24
L200473,C100779,Personal,72897.5,180,12.49,Closed,2026-05-02
L200474,C100756,Auto,245785.22,120,13.32,Delinquent,2026-05-07
L200475,C100326,Auto,799942.51,48,17.58,Delinquent,2025-08-14
L200476,C100297,Consumer Durable,44108.49,48,12.62,Delinquent,2025-07-08
L200477,C100348,Consumer Durable,129675.13,36,14.34,Active,2026-02-13
L200478,C100714,Auto,635094.09,36,11.97,Active,2025-12-17
L200479,C100640,Auto,270983.27,180,10.32,Delinquent,2026-01-30
L200480,C100456,Education,305971.18,24,13.84,Active,2025-07-20
L200481,C100088,Home,518330.88,180,12.88,Active,2025-12-23
L200482,C100111,Home,580293.94,12,7.0,Active,2026-01-19
L200483,C100604,Personal,101208.39,180,12.62,Active,2026-01-31
L200484,C100387,Home,646053.21,24,12.91,Closed,2026-01-17
L200485,C100419,Education,152387.74,36,11.42,Closed,2026-03-16
L200486,C100795,Personal,101364.49,60,12.6,Active,2025-12-14
L200487,C100690,Personal,144659.28,36,11.24,Closed,2026-04-27
L200488,C100272,Auto,282340.81,120,17.13,Active,2026-06-24
L200489,C100428,Business,699653.54,24,13.59,Active,2026-02-14
L200490,C100089,Consumer Durable,111509.65,120,11.76,Delinquent,2025-11-08
L200491,C100246,Auto,241262.25,180,12.19,Delinquent,2026-03-25
L200492,C100039,Auto,278848.98,12,14.41,Closed,2025-08-15
L200493,C100378,Auto,1334099.75,120,7.0,Closed,2026-03-11
L200494,C100108,Auto,928235.98,180,20.9,Closed,2026-06-11
L200495,C100624,Auto,121230.26,180,17.97,Closed,2026-01-26
L200496,C100729,Auto,258921.5,12,12.61,Delinquent,2025-09-07
L200497,C100537,Business,214808.63,24,13.51,Active,2026-01-17
L200498,C100127,Home,538590.51,180,12.48,Closed,2026-02-27
L200499,C100312,Auto,542032.99,180,13.72,Active,2026-04-14
L200500,C100559,Personal,201436.88,12,11.33,Delinquent,2026-05-10
L200501,C100158,Education,478280.37,180,18.67,Active,2026-06-21
L200502,C100166,Education,199694.59,120,12.36,Active,2025-08-23
L200503,C100453,Business,372574.0,60,16.52,Closed,2025-09-03
L200504,C100511,Business,322365.55,60,15.84,Active,2026-03-14
L200505,C100094,Personal,96798.77,60,12.79,Active,2026-05-28
L200506,C100245,Personal,142229.22,12,12.48,Closed,2026-04-03
L200507,C100503,Personal,617282.02,48,11.15,Active,2025-12-22
L200508,C100733,Home,276846.4,12,13.14,Active,2025-08-09
L200509,C100386,Home,1568671.39,12,11.96,Active,2026-04-16
L200510,C100123,Auto,511803.15,180,12.61,Active,2026-04-04
L200511,C100410,Auto,318930.2,180,13.95,Delinquent,2025-08-21
L200512,C100201,Home,1564318.22,36,16.76,Active,2025-11-06
L200513,C100077,Education,196601.37,48,12.92,Closed,2025-07-07
L200514,C100554,Business,749731.71,12,14.5,Active,2026-06-02
L200515,C100506,Business,619941.17,12,8.53,Active,2025-08-13
L200516,C100002,Business,316699.05,48,15.18,Delinquent,2025-09-02
L200517,C100382,Education,297297.7,120,17.53,Closed,2026-05-03
L200518,C100080,Education,256080.18,36,7.0,Closed,2025-12-02
L200519,C100462,Home,2717316.93,48,13.56,Active,2026-05-14
L200520,C100147,Home,1414791.98,120,12.96,Active,2025-09-06
L200521,C100684,Business,127209.18,12,7.0,Active,2025-11-10
L200522,C100518,Personal,84403.2,48,20.72,Closed,2026-04-24
L200523,C100246,Business,223263.29,24,11.92,Active,2026-01-23
L200524,C100689,Education,496398.92,36,20.23,Closed,2026-03-30
L200525,C100224,Home,396502.74,60,13.38,Active,2025-08-09
L200526,C100598,Personal,133524.39,24,17.24,Default,2026-01-24
L200527,C100209,Personal,175758.34,36,12.52,Delinquent,2026-04-08
L200528,C100240,Personal,66911.77,120,15.11,Active,2026-05-31
L200529,C100136,Auto,276863.88,48,13.83,Closed,2025-07-24
L200530,C100161,Home,710920.76,120,10.24,Active,2026-02-01
L200531,C100776,Personal,57311.76,36,10.27,Closed,2026-06-05
L200532,C100353,Home,142448.0,36,7.9,Written Off,2025-12-03
L200533,C100401,Auto,284115.22,180,8.43,Closed,2026-04-28
L200534,C100155,Personal,75504.81,36,14.07,Active,2026-02-27
L200535,C100503,Education,589674.48,48,9.19,Closed,2026-02-04
L200536,C100617,Auto,956656.06,120,16.51,Active,2026-06-02
L200537,C100342,Consumer Durable,62520.49,36,8.91,Active,2026-05-27
L200538,C100129,Business,1041365.31,48,14.81,Active,2025-08-10
L200539,C100253,Personal,252829.17,120,7.82,Delinquent,2025-10-24
L200540,C100481,Education,76587.43,180,11.62,Active,2026-06-06
L200541,C100121,Auto,1396071.48,120,12.5,Active,2026-06-25
L200542,C100304,Auto,356928.21,180,11.16,Closed,2026-05-09
L200543,C100605,Home,602887.05,60,11.15,Delinquent,2026-02-24
L200544,C100412,Business,364217.09,12,16.47,Active,2026-06-26
L200545,C100794,Home,113084.6,120,12.32,Closed,2025-07-19
L200546,C100046,Personal,340743.21,60,17.78,Active,2025-09-30
L200547,C100507,Personal,106290.8,60,9.69,Closed,2025-12-31
L200548,C100002,Home,439351.86,180,16.7,Default,2025-10-12
L200549,C100760,Home,414797.9,180,14.27,Active,2026-05-14
L200550,C100320,Consumer Durable,35687.36,24,16.53,Active,2026-03-25
L200551,C100182,Auto,178201.5,180,8.44,Closed,2025-12-19
L200552,C100524,Home,1075817.85,48,9.81,Active,2026-06-17
L200553,C100108,Auto,1085588.73,12,16.51,Active,2025-07-28
L200554,C100795,Auto,111052.99,180,12.96,Delinquent,2025-11-01
L200555,C100782,Personal,55841.26,60,9.86,Closed,2025-10-25
L200556,C100207,Personal,50413.11,120,13.52,Active,2025-07-29
L200557,C100520,Home,373250.25,120,16.67,Written Off,2026-06-23
L200558,C100371,Home,314371.82,48,14.8,Active,2026-02-26
L200559,C100084,Personal,58579.38,60,13.32,Active,2025-10-12
L200560,C100145,Consumer Durable,101846.55,48,12.42,Closed,2026-03-12
L200561,C100086,Consumer Durable,45151.92,36,17.2,Active,2026-03-28
L200562,C100427,Education,233324.47,180,8.6,Active,2026-04-15
L200563,C100279,Personal,103196.07,60,13.84,Closed,2025-09-09
L200564,C100164,Business,353210.78,120,14.12,Active,2025-09-26
L200565,C100007,Home,302340.04,48,17.94,Closed,2026-01-25
L200566,C100317,Business,217460.65,24,13.85,Active,2025-09-27
L200567,C100451,Personal,77251.4,60,14.63,Active,2026-03-08
L200568,C100674,Education,1099767.44,48,16.63,Delinquent,2025-11-11
L200569,C100423,Personal,126138.09,24,14.06,Closed,2026-02-20
L200570,C100465,Auto,127007.19,180,16.73,Active,2026-04-30
L200571,C100398,Education,337521.51,12,16.29,Closed,2025-11-23
L200572,C100512,Personal,145867.91,24,12.81,Delinquent,2026-06-16
L200573,C100189,Personal,210710.13,24,10.28,Delinquent,2025-10-10
L200574,C100660,Education,108093.0,60,14.05,Closed,2025-12-05
L200575,C100251,Personal,142856.43,60,9.22,Closed,2025-11-01
L200576,C100084,Consumer Durable,65367.13,12,8.82,Active,2025-11-13
L200577,C100506,Personal,128012.77,24,16.65,Closed,2025-09-07
L200578,C100022,Auto,169594.2,120,7.98,Active,2026-05-19
L200579,C100648,Education,369047.38,12,12.37,Active,2026-03-28
L200580,C100591,Home,1871617.14,48,17.26,Active,2025-12-12
L200581,C100107,Business,682038.92,120,10.95,Delinquent,2025-12-03
L200582,C100791,Personal,242447.76,60,10.48,Closed,2025-07-06
L200583,C100237,Business,825506.23,36,15.75,Closed,2026-03-05
L200584,C100452,Personal,371749.29,12,11.27,Closed,2025-09-13
L200585,C100479,Personal,102190.75,60,13.26,Active,2025-10-17
L200586,C100661,Personal,94146.11,48,11.91,Closed,2025-12-05
L200587,C100070,Business,438770.17,48,8.44,Active,2025-12-21
L200588,C100412,Business,876085.95,180,17.68,Delinquent,2025-11-23
L200589,C100087,Business,646295.49,60,12.03,Active,2026-04-27
L200590,C100519,Business,541089.59,180,15.03,Closed,2026-04-20
L200591,C100633,Business,616677.3,180,12.32,Closed,2026-01-22
L200592,C100585,Consumer Durable,55364.18,120,15.35,Active,2025-12-20
L200593,C100781,Auto,214673.49,48,13.42,Delinquent,2025-12-19
L200594,C100561,Home,417362.33,12,12.33,Closed,2025-08-08
L200595,C100199,Business,411077.66,180,12.37,Active,2026-01-05
L200596,C100037,Home,1568547.46,60,11.79,Delinquent,2025-10-17
L200597,C100564,Auto,1343586.29,180,7.0,Active,2026-06-01
L200598,C100055,Education,221795.81,60,16.34,Closed,2025-10-31
L200599,C100006,Home,185906.47,12,15.68,Active,2026-04-23
L200600,C100103,Personal,83724.78,24,10.07,Closed,2026-01-02
L200601,C100158,Consumer Durable,108980.57,24,14.56,Active,2026-04-30
L200602,C100729,Education,151689.9,180,12.84,Delinquent,2025-12-05
L200603,C100637,Consumer Durable,107788.99,24,14.83,Active,2026-04-07
L200604,C100599,Personal,240273.49,36,11.79,Closed,2025-07-02
L200605,C100101,Home,757635.61,120,13.28,Closed,2025-12-26
L200606,C100225,Personal,411660.04,36,8.41,Active,2026-03-24
L200607,C100630,Consumer Durable,108340.44,180,11.64,Delinquent,2025-11-12
L200608,C100577,Home,384856.82,24,14.61,Active,2025-07-14
L200609,C100519,Consumer Durable,64537.34,36,14.35,Active,2026-01-19
L200610,C100062,Home,779422.6,180,15.41,Closed,2026-06-10
L200611,C100402,Home,270902.53,120,14.72,Active,2026-03-13
L200612,C100244,Business,744902.53,12,17.01,Active,2025-07-04
L200613,C100461,Education,122250.04,120,16.53,Active,2025-08-18
L200614,C100717,Personal,285595.75,36,16.61,Active,2025-08-03
L200615,C100327,Personal,54024.86,60,16.07,Active,2025-09-16
L200616,C100282,Education,329233.13,180,13.71,Active,2025-11-27
L200617,C100464,Consumer Durable,108592.93,24,15.01,Active,2025-09-10
L200618,C100545,Business,286478.25,60,13.13,Active,2025-10-23
L200619,C100077,Auto,387192.73,12,11.77,Active,2025-07-13
L200620,C100521,Business,196241.19,12,9.23,Active,2025-09-02
L200621,C100394,Business,429231.64,36,20.48,Active,2025-09-25
L200622,C100758,Personal,181154.02,36,11.25,Closed,2025-08-01
L200623,C100257,Business,539857.93,60,10.83,Active,2026-03-31
L200624,C100772,Personal,114362.0,24,12.48,Closed,2026-05-16
L200625,C100224,Personal,53244.63,180,12.55,Active,2025-08-27
L200626,C100076,Consumer Durable,40962.63,60,13.44,Active,2025-07-29
L200627,C100057,Personal,77324.36,120,12.19,Delinquent,2026-01-25
L200628,C100035,Education,136318.65,36,9.49,Closed,2026-03-24
L200629,C100279,Business,361148.36,120,14.61,Delinquent,2026-04-30
L200630,C100788,Personal,178121.97,24,19.74,Closed,2025-10-12
L200631,C100590,Personal,327175.19,120,11.09,Closed,2026-04-16
L200632,C100547,Personal,74513.77,36,12.83,Closed,2025-07-02
L200633,C100713,Personal,261069.37,60,14.47,Closed,2026-01-23
L200634,C100736,Consumer Durable,33908.34,48,7.0,Closed,2025-07-13
L200635,C100637,Personal,194843.39,36,10.36,Active,2025-11-21
L200636,C100174,Education,316418.9,12,12.45,Closed,2026-03-10
L200637,C100448,Home,441473.07,48,13.11,Delinquent,2026-01-27
L200638,C100453,Consumer Durable,89913.69,120,8.68,Default,2025-12-21
L200639,C100678,Personal,156403.83,120,10.2,Closed,2025-12-06
L200640,C100316,Consumer Durable,28821.09,120,9.99,Delinquent,2026-03-21
L200641,C100688,Personal,101410.16,12,11.33,Delinquent,2026-01-07
L200642,C100560,Auto,193541.74,180,9.67,Active,2026-06-25
L200643,C100496,Auto,175627.82,36,14.91,Closed,2025-11-26
L200644,C100744,Auto,425074.83,24,7.32,Delinquent,2026-05-14
L200645,C100229,Education,74740.34,36,9.78,Closed,2026-02-07
L200646,C100243,Home,1489307.04,60,10.14,Active,2026-02-22
L200647,C100235,Consumer Durable,48464.28,180,15.72,Closed,2026-03-30
L200648,C100206,Personal,230928.05,36,14.13,Delinquent,2026-05-24
L200649,C100672,Personal,165284.3,60,11.4,Delinquent,2025-10-16
L200650,C100705,Home,2882401.97,120,11.49,Default,2025-10-18
L200651,C100115,Auto,240100.13,120,11.77,Closed,2026-06-09
L200652,C100030,Home,1363942.2,120,13.12,Active,2026-05-29
L200653,C100723,Home,286095.51,120,11.21,Closed,2026-05-06
L200654,C100572,Education,155815.26,24,18.62,Active,2026-03-04
L200655,C100390,Personal,158670.68,24,19.6,Active,2025-08-22
L200656,C100758,Personal,80719.44,180,14.42,Active,2026-06-07
L200657,C100444,Auto,335539.21,48,17.48,Active,2026-04-25
L200658,C100660,Auto,88382.84,48,8.83,Closed,2026-01-01
L200659,C100723,Auto,147653.06,180,14.09,Active,2026-05-02
L200660,C100587,Personal,224350.03,48,10.99,Closed,2025-07-30
L200661,C100615,Education,150169.53,120,19.84,Active,2025-07-31
L200662,C100012,Business,450230.89,60,13.28,Active,2025-09-07
L200663,C100311,Home,349368.4,48,15.85,Active,2026-02-07
L200664,C100709,Personal,52236.49,12,17.55,Closed,2026-01-06
L200665,C100609,Consumer Durable,59624.11,36,8.79,Closed,2025-11-18
L200666,C100321,Auto,1156191.55,48,15.71,Written Off,2025-10-06
L200667,C100588,Education,122045.16,48,15.21,Active,2025-08-25
L200668,C100088,Personal,304180.6,180,15.08,Active,2025-07-08
L200669,C100777,Personal,84834.19,180,16.64,Active,2026-06-08
L200670,C100735,Personal,150187.81,12,14.04,Active,2026-03-29
L200671,C100515,Personal,73362.17,180,10.54,Closed,2026-01-03
L200672,C100221,Personal,140651.0,180,12.22,Closed,2026-06-24
L200673,C100436,Auto,332067.64,48,7.83,Delinquent,2025-12-31
L200674,C100117,Home,414000.28,120,8.86,Delinquent,2026-03-13
L200675,C100152,Auto,183289.72,36,7.0,Closed,2025-07-21
L200676,C100519,Personal,132200.18,180,11.7,Active,2025-10-24
L200677,C100796,Business,528826.13,60,9.84,Closed,2026-03-27
L200678,C100162,Auto,238920.17,36,7.0,Active,2026-04-13
L200679,C100594,Personal,394408.13,36,9.55,Closed,2025-08-17
L200680,C100040,Personal,179084.47,48,11.91,Active,2025-12-30
L200681,C100196,Home,403156.02,12,14.86,Closed,2026-02-06
L200682,C100119,Personal,78264.09,36,15.61,Closed,2025-10-24
L200683,C100529,Consumer Durable,25365.38,120,12.81,Active,2026-04-27
L200684,C100308,Personal,83368.42,48,11.63,Active,2026-04-11
L200685,C100338,Auto,262154.36,36,17.13,Delinquent,2025-09-25
L200686,C100280,Personal,56496.58,180,13.98,Active,2026-04-04
L200687,C100340,Business,243120.26,60,14.05,Active,2025-10-15
L200688,C100675,Consumer Durable,29422.97,24,13.69,Closed,2026-01-07
L200689,C100226,Personal,67623.12,24,12.86,Closed,2025-11-22
L200690,C100666,Home,1399868.0,12,10.13,Closed,2026-05-12
L200691,C100111,Consumer Durable,42124.74,48,14.7,Delinquent,2026-04-19
L200692,C100174,Business,449642.61,180,8.25,Active,2026-04-23
L200693,C100480,Business,364366.86,60,16.73,Closed,2025-09-03
L200694,C100613,Personal,183652.5,120,17.89,Closed,2025-07-13
L200695,C100776,Home,347936.42,36,15.02,Active,2026-05-09
L200696,C100166,Home,1056763.45,24,17.25,Active,2026-01-29
L200697,C100030,Personal,118324.99,120,10.32,Active,2025-10-16
L200698,C100477,Consumer Durable,52430.94,48,10.62,Active,2025-07-27
L200699,C100264,Auto,300666.65,48,14.61,Active,2026-06-23
L200700,C100266,Education,400925.12,24,13.31,Default,2025-12-20
L200701,C100559,Personal,170218.84,12,16.39,Closed,2025-09-15
L200702,C100430,Home,1020782.62,120,9.13,Active,2026-03-28
L200703,C100196,Auto,207106.0,180,14.97,Closed,2025-09-25
L200704,C100766,Personal,45893.53,120,11.62,Active,2026-01-05
L200705,C100391,Personal,192483.3,60,12.5,Active,2026-04-22
L200706,C100025,Education,391359.88,36,11.42,Closed,2025-12-20
L200707,C100699,Auto,368977.43,12,12.17,Active,2025-08-01
L200708,C100527,Education,300616.04,180,14.23,Closed,2026-04-03
L200709,C100162,Personal,84992.02,120,16.28,Delinquent,2026-06-19
L200710,C100107,Auto,561545.45,12,10.89,Closed,2026-04-11
L200711,C100214,Personal,57189.12,24,13.64,Active,2025-12-30
L200712,C100787,Personal,132821.97,12,10.53,Active,2026-03-05
L200713,C100446,Consumer Durable,30548.12,12,13.34,Closed,2025-11-14
L200714,C100522,Consumer Durable,24092.07,180,11.23,Delinquent,2026-02-01
L200715,C100233,Consumer Durable,38326.54,24,17.4,Active,2025-08-10
L200716,C100016,Personal,126730.34,12,10.36,Closed,2025-12-10
L200717,C100316,Education,269100.13,24,10.96,Active,2026-03-01
L200718,C100610,Education,276157.74,36,16.49,Closed,2026-02-19
L200719,C100338,Personal,167679.54,48,14.14,Closed,2025-10-03
L200720,C100436,Personal,167555.74,48,11.86,Closed,2025-07-15
L200721,C100103,Business,488807.42,60,9.68,Active,2026-06-06
L200722,C100250,Auto,235652.7,24,16.75,Active,2025-12-31
L200723,C100590,Home,596281.36,120,9.55,Closed,2025-11-07
L200724,C100189,Home,534159.45,48,17.05,Closed,2026-05-26
L200725,C100003,Home,1295864.98,120,19.2,Active,2025-08-01
L200726,C100188,Personal,282410.3,60,16.42,Active,2025-08-23
L200727,C100707,Business,290146.53,36,11.36,Closed,2026-05-13
L200728,C100719,Consumer Durable,146085.88,36,13.5,Active,2025-11-06
L200729,C100033,Personal,31483.13,60,9.05,Active,2026-03-19
L200730,C100148,Education,168823.45,60,11.24,Delinquent,2026-06-12
L200731,C100467,Business,596794.62,48,11.48,Default,2025-08-15
L200732,C100417,Personal,27364.54,180,11.37,Active,2025-12-18
L200733,C100306,Business,585243.47,48,14.37,Closed,2026-05-07
L200734,C100069,Personal,99682.61,48,15.37,Active,2025-12-06
L200735,C100786,Consumer Durable,46899.7,48,15.33,Active,2026-05-08
L200736,C100637,Personal,204495.79,180,8.59,Closed,2025-12-08
L200737,C100223,Education,107671.8,36,22.01,Default,2026-06-27
L200738,C100533,Home,377983.98,12,11.13,Delinquent,2026-06-11
L200739,C100709,Auto,97916.17,12,15.17,Active,2025-08-20
L200740,C100167,Personal,95917.41,12,13.83,Active,2025-10-04
L200741,C100025,Home,707848.11,120,14.76,Active,2025-11-03
L200742,C100333,Consumer Durable,90609.99,180,15.31,Closed,2025-11-29
L200743,C100616,Personal,248213.97,12,8.33,Active,2026-05-19
L200744,C100685,Personal,94736.73,36,10.85,Closed,2026-01-18
L200745,C100082,Consumer Durable,79616.3,60,14.74,Closed,2026-02-11
L200746,C100148,Personal,47379.56,36,10.2,Delinquent,2025-09-14
L200747,C100178,Personal,47914.64,24,12.06,Closed,2026-04-26
L200748,C100319,Consumer Durable,119662.85,120,11.7,Active,2025-10-01
L200749,C100432,Personal,90107.75,36,10.53,Active,2026-05-23
L200750,C100238,Home,1068959.18,180,14.18,Active,2026-05-04
L200751,C100081,Home,233457.39,12,10.27,Active,2026-06-11
L200752,C100653,Education,135910.23,36,12.11,Closed,2026-02-27
L200753,C100475,Business,1599180.66,120,16.86,Active,2026-05-27
L200754,C100308,Home,420544.61,48,12.72,Active,2026-02-22
L200755,C100535,Home,1201118.59,48,19.31,Closed,2025-09-10
L200756,C100693,Business,416678.62,36,8.61,Active,2026-04-15
L200757,C100450,Business,610004.89,12,17.05,Active,2026-02-19
L200758,C100713,Personal,131463.98,120,11.03,Written Off,2025-08-09
L200759,C100678,Business,647976.85,180,12.18,Active,2025-08-02
L200760,C100454,Business,519278.21,24,13.53,Active,2026-03-23
L200761,C100566,Home,693587.98,12,10.17,Closed,2026-05-28
L200762,C100653,Consumer Durable,33776.07,120,15.18,Closed,2025-11-08
L200763,C100009,Home,945897.7,180,10.66,Active,2025-09-01
L200764,C100484,Auto,196289.13,180,15.01,Active,2026-04-18
L200765,C100795,Personal,49538.14,120,12.29,Closed,2026-04-18
L200766,C100072,Personal,98443.82,36,7.0,Active,2026-05-19
L200767,C100667,Auto,835988.65,24,12.63,Closed,2026-05-17
L200768,C100197,Education,44667.93,24,12.08,Closed,2025-10-31
L200769,C100709,Personal,96192.63,12,14.32,Closed,2025-11-02
L200770,C100722,Consumer Durable,213182.58,36,11.82,Active,2025-10-17
L200771,C100068,Home,1715562.53,48,14.27,Active,2025-12-10
L200772,C100738,Personal,274862.56,24,7.89,Active,2025-10-20
L200773,C100051,Personal,178831.65,36,13.83,Active,2025-07-17
L200774,C100477,Education,134799.85,60,12.38,Active,2026-04-23
L200775,C100370,Auto,193579.63,60,15.91,Delinquent,2026-02-16
L200776,C100150,Consumer Durable,22602.06,48,12.67,Active,2026-03-14
L200777,C100324,Home,732914.08,60,7.0,Active,2025-12-12
L200778,C100561,Personal,73300.75,12,18.63,Active,2026-04-22
L200779,C100725,Auto,120686.42,48,15.87,Active,2025-11-11
L200780,C100462,Personal,124164.05,48,10.66,Active,2025-09-19
L200781,C100146,Consumer Durable,28249.26,12,14.23,Closed,2026-02-24
L200782,C100344,Home,448654.84,180,8.72,Active,2025-09-12
L200783,C100791,Auto,849918.46,12,10.67,Delinquent,2026-02-26
L200784,C100144,Consumer Durable,191092.83,12,12.1,Active,2026-02-22
L200785,C100719,Auto,253699.58,120,13.22,Active,2026-02-19
L200786,C100645,Business,620369.42,24,7.0,Delinquent,2025-07-24
L200787,C100100,Business,256026.46,48,11.98,Closed,2026-03-06
L200788,C100380,Auto,310369.07,48,14.2,Closed,2025-10-08
L200789,C100220,Auto,229328.99,48,14.98,Closed,2026-06-12
L200790,C100338,Auto,311149.27,12,12.8,Closed,2026-02-16
L200791,C100793,Personal,253164.7,12,11.97,Delinquent,2026-02-12
L200792,C100334,Personal,330006.67,48,12.46,Delinquent,2026-04-30
L200793,C100423,Education,333146.76,48,11.55,Active,2025-11-25
L200794,C100219,Education,156208.63,24,9.83,Active,2026-05-04
L200795,C100053,Personal,147591.38,12,12.75,Active,2026-03-19
L200796,C100580,Auto,521942.78,48,15.93,Closed,2025-10-12
L200797,C100153,Business,218810.09,12,10.45,Delinquent,2025-10-11
L200798,C100492,Personal,128224.57,12,16.5,Active,2025-07-22
L200799,C100315,Consumer Durable,83078.71,12,17.64,Closed,2025-07-03
L200800,C100608,Personal,250158.02,24,10.81,Closed,2025-08-17
L200801,C100522,Education,109523.32,12,10.34,Delinquent,2026-02-19
L200802,C100549,Education,178836.93,120,14.93,Active,2025-09-22
L200803,C100040,Personal,205865.62,48,14.43,Active,2025-10-18
L200804,C100119,Home,585864.62,120,16.64,Closed,2026-01-27
L200805,C100734,Consumer Durable,222330.49,24,12.16,Active,2025-12-03
L200806,C100258,Business,298375.34,180,17.25,Closed,2025-12-22
L200807,C100799,Consumer Durable,195811.68,48,10.91,Active,2026-06-27
L200808,C100641,Auto,190815.05,60,13.87,Active,2025-07-26
L200809,C100157,Personal,133434.35,48,14.01,Active,2026-01-10
L200810,C100255,Personal,65934.41,60,12.75,Closed,2026-04-05
L200811,C100478,Home,1287868.18,180,8.23,Active,2026-03-17
L200812,C100550,Personal,121004.86,12,13.39,Active,2025-09-23
L200813,C100368,Personal,135877.25,12,15.12,Active,2026-01-16
L200814,C100239,Business,382065.78,24,13.59,Active,2025-09-08
L200815,C100617,Business,2928779.96,48,14.09,Active,2025-09-21
L200816,C100596,Consumer Durable,101028.86,60,18.37,Active,2025-10-26
L200817,C100763,Personal,225815.7,36,12.56,Active,2025-10-11
L200818,C100256,Home,1187615.98,60,15.69,Active,2025-11-19
L200819,C100597,Consumer Durable,98314.58,60,10.29,Closed,2025-08-20
L200820,C100769,Business,500440.53,24,12.0,Active,2025-07-20
L200821,C100519,Auto,174253.27,12,8.7,Closed,2025-12-01
