repayment_id,loan_id,installment_no,due_date,paid_amount,missed_flag,days_past_due
R401260,L200211,6,2026-05-22,5632.36,0,0
R401261,L200211,7,2026-06-22,5251.35,0,2
R401262,L200212,1,2026-01-29,193.88,0,2
R401263,L200212,2,2026-02-28,217.28,0,4
R401264,L200212,3,2026-03-29,219.67,0,1
R401265,L200212,4,2026-04-29,194.0,0,5
R401266,L200212,5,2026-05-29,213.71,0,5
R401267,L200212,6,2026-06-29,217.78,0,4
R401268,L200213,1,2026-02-06,1843.49,0,3
R401269,L200213,2,2026-03-06,2006.72,0,2
R401270,L200213,3,2026-04-06,2024.04,0,4
R401271,L200213,4,2026-05-06,1851.06,0,0
R401272,L200213,5,2026-06-06,1802.42,0,4
R401273,L200214,1,2025-08-06,872.14,0,5
R401274,L200214,2,2025-09-06,882.92,0,2
R401275,L200214,3,2025-10-06,892.3,0,2
R401276,L200214,4,2025-11-06,807.2,0,3
R401277,L200214,5,2025-12-06,912.08,0,1
R401278,L200214,6,2026-01-06,,1,58
R401279,L200214,7,2026-02-06,800.87,0,0
R401280,L200214,8,2026-03-06,835.81,0,0
R401281,L200214,9,2026-04-06,876.75,0,1
R401282,L200214,10,2026-05-06,828.14,0,4
R401283,L200214,11,2026-06-06,863.62,0,1
R401284,L200215,1,2026-03-09,2395.57,0,6
R401285,L200215,2,2026-04-09,2283.09,0,5
R401286,L200215,3,2026-05-09,2229.75,0,6
R401287,L200215,4,2026-06-09,2486.39,0,1
R401288,L200216,1,2026-07-27,11291.26,0,0
R401289,L200217,1,2025-10-29,45976.58,0,3
R401290,L200217,2,2025-11-29,42542.85,0,0
R401291,L200217,3,2025-12-29,42189.91,0,2
R401292,L200217,4,2026-01-29,47008.71,0,5
R401293,L200217,5,2026-02-28,44808.29,0,6
R401294,L200217,6,2026-03-29,43638.72,0,0
R401295,L200217,7,2026-04-29,45777.83,0,4
R401296,L200217,8,2026-05-29,45602.93,0,6
R401297,L200217,9,2026-06-29,40957.58,0,6
R401298,L200218,1,2026-03-27,9772.64,0,0
R401299,L200218,2,2026-04-27,9395.22,0,2
R401300,L200218,3,2026-05-27,9799.15,0,0
R401301,L200218,4,2026-06-27,8760.65,0,2
R401302,L200219,1,2025-12-15,50347.0,0,2
R401303,L200219,2,2026-01-15,52054.09,0,3
R401304,L200219,3,2026-02-15,,1,98
R401305,L200219,4,2026-03-15,50716.06,0,1
R401306,L200219,5,2026-04-15,52167.1,0,1
R401307,L200219,6,2026-05-15,53612.66,0,3
R401308,L200219,7,2026-06-15,51270.37,0,0
R401309,L200220,1,2026-05-07,1876.88,0,4
R401310,L200220,2,2026-06-07,1787.75,0,3
R401311,L200221,1,2025-11-24,,1,66
R401312,L200221,2,2025-12-24,4693.67,0,0
R401313,L200221,3,2026-01-24,4591.42,0,0
R401314,L200221,4,2026-02-24,4835.64,0,0
R401315,L200221,5,2026-03-24,4295.59,0,3
R401316,L200221,6,2026-04-24,4578.06,0,0
R401317,L200221,7,2026-05-24,4307.52,0,3
R401318,L200221,8,2026-06-24,4861.14,0,2
R401319,L200222,1,2026-01-15,3241.16,0,0
R401320,L200222,2,2026-02-15,3043.76,0,2
R401321,L200222,3,2026-03-15,2979.12,0,2
R401322,L200222,4,2026-04-15,3406.07,0,4
R401323,L200222,5,2026-05-15,3263.33,0,5
R401324,L200222,6,2026-06-15,,1,97
R401325,L200223,1,2025-11-12,22889.03,0,1
R401326,L200223,2,2025-12-12,25358.94,0,6
R401327,L200223,3,2026-01-12,22582.74,0,0
R401328,L200223,4,2026-02-12,23861.81,0,3
R401329,L200223,5,2026-03-12,,1,82
R401330,L200223,6,2026-04-12,,1,69
R401331,L200223,7,2026-05-12,24071.4,0,4
R401332,L200223,8,2026-06-12,22825.45,0,3
R401333,L200224,1,2026-05-18,33343.92,0,5
R401334,L200224,2,2026-06-18,34694.1,0,0
R401335,L200225,1,2026-07-22,2090.16,0,4
R401336,L200226,1,2025-09-30,8208.22,0,5
R401337,L200226,2,2025-10-31,8193.19,0,2
R401338,L200226,3,2025-11-30,7412.93,0,3
R401339,L200226,4,2025-12-31,8233.22,0,1
R401340,L200226,5,2026-01-31,7529.65,0,1
R401341,L200226,6,2026-02-28,7952.15,0,0
R401342,L200226,7,2026-03-31,8196.06,0,0
R401343,L200226,8,2026-04-30,7345.44,0,0
R401344,L200226,9,2026-05-31,7216.34,0,2
R401345,L200226,10,2026-06-30,7737.5,0,5
R401346,L200227,1,2025-12-10,46973.94,0,6
R401347,L200227,2,2026-01-10,45848.69,0,0
R401348,L200227,3,2026-02-10,43374.13,0,1
R401349,L200227,4,2026-03-10,48293.99,0,0
R401350,L200227,5,2026-04-10,47706.25,0,3
R401351,L200227,6,2026-05-10,43726.85,0,0
R401352,L200227,7,2026-06-10,48946.39,0,2
R401353,L200228,1,2026-03-28,16884.02,0,4
R401354,L200228,2,2026-04-28,17877.94,0,6
R401355,L200228,3,2026-05-28,18361.55,0,1
R401356,L200228,4,2026-06-28,17060.9,0,1
R401357,L200229,1,2025-12-22,1510.27,0,4
R401358,L200229,2,2026-01-22,1520.62,0,5
R401359,L200229,3,2026-02-22,1478.56,0,4
R401360,L200229,4,2026-03-22,1628.51,0,4
R401361,L200229,5,2026-04-22,1527.14,0,2
R401362,L200229,6,2026-05-22,1641.16,0,3
R401363,L200229,7,2026-06-22,1593.52,0,3
R401364,L200230,1,2026-05-29,923.48,0,2
R401365,L200230,2,2026-06-29,903.33,0,0
R401366,L200231,1,2026-02-12,9693.08,0,6
R401367,L200231,2,2026-03-12,11218.11,0,0
R401368,L200231,3,2026-04-12,10774.11,0,2
R401369,L200231,4,2026-05-12,9722.52,0,5
R401370,L200231,5,2026-06-12,11120.25,0,1
R401371,L200232,1,2025-08-04,8124.18,0,1
R401372,L200232,2,2025-09-04,8743.69,0,0
R401373,L200232,3,2025-10-04,9032.93,0,2
R401374,L200232,4,2025-11-04,7943.8,0,0
R401375,L200232,5,2025-12-04,8130.32,0,3
R401376,L200232,6,2026-01-04,7804.42,0,3
R401377,L200232,7,2026-02-04,8515.34,0,4
R401378,L200232,8,2026-03-04,8242.82,0,3
R401379,L200232,9,2026-04-04,7949.98,0,6
R401380,L200232,10,2026-05-04,8780.89,0,1
R401381,L200232,11,2026-06-04,8048.65,0,6
R401382,L200232,12,2026-07-04,9051.99,0,2
R401383,L200233,1,2026-03-13,4945.57,0,2
R401384,L200233,2,2026-04-13,5124.33,0,6
R401385,L200233,3,2026-05-13,5311.43,0,6
R401386,L200233,4,2026-06-13,5383.2,0,1
R401387,L200234,1,2026-04-08,,1,37
R401388,L200234,2,2026-05-08,13573.17,0,3
R401389,L200234,3,2026-06-08,14875.71,0,3
R401390,L200235,1,2026-03-20,720.98,0,5
R401391,L200235,2,2026-04-20,785.63,0,1
R401392,L200235,3,2026-05-20,,1,56
R401393,L200235,4,2026-06-20,772.83,0,1
R401394,L200236,1,2025-11-15,307.88,0,3
R401395,L200236,2,2025-12-15,285.96,0,6
R401396,L200236,3,2026-01-15,303.92,0,5
R401397,L200236,4,2026-02-15,286.38,0,4
R401398,L200236,5,2026-03-15,272.88,0,3
R401399,L200236,6,2026-04-15,297.63,0,6
R401400,L200236,7,2026-05-15,299.46,0,2
R401401,L200236,8,2026-06-15,311.26,0,2
R401402,L200237,1,2025-12-30,4188.57,0,1
R401403,L200237,2,2026-01-30,,1,44
R401404,L200237,3,2026-02-28,4268.16,0,5
R401405,L200237,4,2026-03-30,3816.86,0,3
R401406,L200237,5,2026-04-30,4176.39,0,5
R401407,L200237,6,2026-05-30,4173.48,0,3
R401408,L200237,7,2026-06-30,4087.13,0,0
R401409,L200238,1,2026-02-10,6459.28,0,6
R401410,L200238,2,2026-03-10,5838.06,0,2
R401411,L200238,3,2026-04-10,6353.22,0,4
R401412,L200238,4,2026-05-10,6332.18,0,6
R401413,L200238,5,2026-06-10,5751.15,0,4
R401414,L200239,1,2026-02-22,,1,30
R401415,L200239,2,2026-03-22,28366.08,0,1
R401416,L200239,3,2026-04-22,29704.22,0,4
R401417,L200239,4,2026-05-22,30694.88,0,4
R401418,L200239,5,2026-06-22,28152.79,0,3
R401419,L200240,1,2026-07-19,1192.68,0,6
R401420,L200241,1,2026-07-30,1293.94,0,1
R401421,L200242,1,2025-08-02,1646.26,0,2
R401422,L200242,2,2025-09-02,1760.74,0,3
R401423,L200242,3,2025-10-02,1619.93,0,4
R401424,L200242,4,2025-11-02,1832.47,0,6
R401425,L200242,5,2025-12-02,1719.41,0,5
R401426,L200242,6,2026-01-02,1774.18,0,0
R401427,L200242,7,2026-02-02,1685.04,0,4
R401428,L200242,8,2026-03-02,1821.38,0,6
R401429,L200242,9,2026-04-02,1716.3,0,3
R401430,L200242,10,2026-05-02,1688.08,0,3
R401431,L200242,11,2026-06-02,1707.77,0,5
R401432,L200242,12,2026-07-02,1756.79,0,4
R401433,L200243,1,2026-02-07,1275.48,0,0
R401434,L200243,2,2026-03-07,1301.98,0,6
R401435,L200243,3,2026-04-07,1310.1,0,2
R401436,L200243,4,2026-05-07,1240.03,0,6
R401437,L200243,5,2026-06-07,1283.51,0,6
R401438,L200244,1,2026-03-16,3782.69,0,2
R401439,L200244,2,2026-04-16,4067.59,0,6
R401440,L200244,3,2026-05-16,,1,39
R401441,L200244,4,2026-06-16,3976.92,0,5
R401442,L200245,1,2026-03-07,28770.65,0,3
R401443,L200245,2,2026-04-07,30780.42,0,5
R401444,L200245,3,2026-05-07,28204.71,0,3
R401445,L200245,4,2026-06-07,30482.62,0,6
R401446,L200246,1,2026-05-17,15022.76,0,1
R401447,L200246,2,2026-06-17,15406.64,0,1
R401448,L200247,1,2026-04-21,16004.55,0,6
R401449,L200247,2,2026-05-21,15210.59,0,3
R401450,L200247,3,2026-06-21,15515.86,0,5
R401451,L200248,1,2025-12-23,2474.17,0,2
R401452,L200248,2,2026-01-23,2233.54,0,4
R401453,L200248,3,2026-02-23,2293.05,0,0
R401454,L200248,4,2026-03-23,2244.94,0,4
R401455,L200248,5,2026-04-23,2544.74,0,2
R401456,L200248,6,2026-05-23,2550.44,0,5
R401457,L200248,7,2026-06-23,2419.98,0,4
R401458,L200249,1,2026-06-03,10440.39,0,3
R401459,L200250,1,2025-08-09,14447.43,0,5
R401460,L200250,2,2025-09-09,14036.59,0,5
R401461,L200250,3,2025-10-09,14556.71,0,1
R401462,L200250,4,2025-11-09,13977.64,0,2
R401463,L200250,5,2025-12-09,14103.63,0,3
R401464,L200250,6,2026-01-09,14633.83,0,0
R401465,L200250,7,2026-02-09,15232.98,0,2
R401466,L200250,8,2026-03-09,15013.28,0,5
R401467,L200250,9,2026-04-09,13999.95,0,4
R401468,L200250,10,2026-05-09,13418.12,0,1
R401469,L200250,11,2026-06-09,13902.58,0,1
R401470,L200251,1,2025-08-05,20592.44,0,4
R401471,L200251,2,2025-09-05,20987.79,0,1
R401472,L200251,3,2025-10-05,22052.97,0,2
R401473,L200251,4,2025-11-05,21108.47,0,2
R401474,L200251,5,2025-12-05,,1,92
R401475,L200251,6,2026-01-05,21814.8,0,3
R401476,L200251,7,2026-02-05,22142.04,0,6
R401477,L200251,8,2026-03-05,,1,77
R401478,L200251,9,2026-04-05,22532.47,0,2
R401479,L200251,10,2026-05-05,22048.18,0,2
R401480,L200251,11,2026-06-05,23399.23,0,1
R401481,L200251,12,2026-07-05,22496.61,0,3
R401482,L200252,1,2026-07-18,866.53,0,3
R401483,L200253,1,2025-12-25,2516.52,0,2
R401484,L200253,2,2026-01-25,2581.83,0,2
R401485,L200253,3,2026-02-25,2515.81,0,1
R401486,L200253,4,2026-03-25,2518.22,0,4
R401487,L200253,5,2026-04-25,2326.24,0,2
R401488,L200253,6,2026-05-25,2321.68,0,1
R401489,L200253,7,2026-06-25,2244.63,0,4
R401490,L200254,1,2025-11-09,578.42,0,3
R401491,L200254,2,2025-12-09,530.51,0,6
R401492,L200254,3,2026-01-09,561.99,0,4
R401493,L200254,4,2026-02-09,505.39,0,4
R401494,L200254,5,2026-03-09,569.97,0,2
R401495,L200254,6,2026-04-09,541.02,0,3
R401496,L200254,7,2026-05-09,533.66,0,4
R401497,L200254,8,2026-06-09,571.05,0,1
R401498,L200255,1,2026-05-05,4618.67,0,3
R401499,L200255,2,2026-06-05,4687.07,0,6
R401500,L200256,1,2026-01-07,960.86,0,4
R401501,L200256,2,2026-02-07,986.3,0,2
R401502,L200256,3,2026-03-07,1021.24,0,4
R401503,L200256,4,2026-04-07,1012.78,0,5
R401504,L200256,5,2026-05-07,1006.37,0,5
R401505,L200256,6,2026-06-07,1045.43,0,1
R401506,L200257,1,2026-05-06,1867.1,0,4
R401507,L200257,2,2026-06-06,1939.28,0,0
R401508,L200258,1,2025-11-27,6259.98,0,3
R401509,L200258,2,2025-12-27,6762.54,0,0
R401510,L200258,3,2026-01-27,6470.06,0,5
R401511,L200258,4,2026-02-27,6356.37,0,3
R401512,L200258,5,2026-03-27,6459.09,0,2
R401513,L200258,6,2026-04-27,6367.11,0,6
R401514,L200258,7,2026-05-27,6100.92,0,6
R401515,L200258,8,2026-06-27,6094.72,0,3
R401516,L200259,1,2026-07-07,18625.85,0,2
R401517,L200260,1,2026-04-12,35280.23,0,3
R401518,L200260,2,2026-05-12,,1,96
R401519,L200260,3,2026-06-12,40825.75,0,2
R401520,L200261,1,2026-02-11,4833.0,0,4
R401521,L200261,2,2026-03-11,4839.3,0,1
R401522,L200261,3,2026-04-11,4551.45,0,5
R401523,L200261,4,2026-05-11,4347.74,0,2
R401524,L200261,5,2026-06-11,4293.87,0,6
R401525,L200262,1,2025-12-01,8730.87,0,3
R401526,L200262,2,2026-01-01,9551.82,0,4
R401527,L200262,3,2026-02-01,9110.53,0,1
R401528,L200262,4,2026-03-01,8588.22,0,2
R401529,L200262,5,2026-04-01,8670.1,0,1
R401530,L200262,6,2026-05-01,9246.23,0,5
R401531,L200262,7,2026-06-01,8314.28,0,1
R401532,L200262,8,2026-07-01,8838.16,0,4
R401533,L200263,1,2026-07-09,10016.01,0,1
R401534,L200264,1,2025-12-09,221.15,0,3
R401535,L200264,2,2026-01-09,244.41,0,4
R401536,L200264,3,2026-02-09,,1,40
R401537,L200264,4,2026-03-09,241.71,0,6
R401538,L200264,5,2026-04-09,233.65,0,4
R401539,L200264,6,2026-05-09,232.24,0,3
R401540,L200264,7,2026-06-09,,1,33
R401541,L200265,1,2025-12-18,,1,52
R401542,L200265,2,2026-01-18,2209.23,0,1
R401543,L200265,3,2026-02-18,2021.7,0,1
R401544,L200265,4,2026-03-18,,1,59
R401545,L200265,5,2026-04-18,,1,67
R401546,L200265,6,2026-05-18,,1,65
R401547,L200265,7,2026-06-18,,1,41
R401548,L200266,1,2026-01-28,4112.99,0,5
R401549,L200266,2,2026-02-28,4442.34,0,5
R401550,L200266,3,2026-03-28,4205.92,0,1
R401551,L200266,4,2026-04-28,4505.06,0,3
R401552,L200266,5,2026-05-28,4275.02,0,3
R401553,L200266,6,2026-06-28,4499.82,0,3
R401554,L200267,1,2026-04-22,2449.95,0,1
R401555,L200267,2,2026-05-22,,1,65
R401556,L200267,3,2026-06-22,,1,79
R401557,L200268,1,2025-08-03,2635.31,0,1
R401558,L200268,2,2025-09-03,2364.21,0,4
R401559,L200268,3,2025-10-03,,1,82
R401560,L200268,4,2025-11-03,2724.89,0,1
R401561,L200268,5,2025-12-03,2703.41,0,1
R401562,L200268,6,2026-01-03,2465.46,0,6
R401563,L200268,7,2026-02-03,2556.9,0,1
R401564,L200268,8,2026-03-03,2372.41,0,2
R401565,L200268,9,2026-04-03,2596.47,0,0
R401566,L200268,10,2026-05-03,2439.74,0,2
R401567,L200268,11,2026-06-03,2581.44,0,3
R401568,L200268,12,2026-07-03,2482.12,0,2
R401569,L200269,1,2026-05-25,4947.21,0,3
R401570,L200269,2,2026-06-25,4839.98,0,3
R401571,L200270,1,2026-01-20,6373.38,0,1
R401572,L200270,2,2026-02-20,6711.5,0,4
R401573,L200270,3,2026-03-20,6474.29,0,3
R401574,L200270,4,2026-04-20,6692.91,0,3
R401575,L200270,5,2026-05-20,6261.43,0,3
R401576,L200270,6,2026-06-20,7168.19,0,0
R401577,L200271,1,2026-02-03,12260.48,0,3
R401578,L200271,2,2026-03-03,12894.07,0,4
R401579,L200271,3,2026-04-03,13125.75,0,1
R401580,L200271,4,2026-05-03,13660.71,0,2
R401581,L200271,5,2026-06-03,11918.61,0,4
R401582,L200272,1,2026-06-05,1405.17,0,2
R401583,L200273,1,2025-11-30,1468.06,0,2
R401584,L200273,2,2025-12-31,1265.66,0,1
R401585,L200273,3,2026-01-31,1370.33,0,1
R401586,L200273,4,2026-02-28,1277.57,0,3
R401587,L200273,5,2026-03-31,1458.72,0,4
R401588,L200273,6,2026-04-30,1454.2,0,1
R401589,L200273,7,2026-05-31,1277.02,0,0
R401590,L200273,8,2026-06-30,1376.51,0,2
R401591,L200274,1,2026-05-21,,1,34
R401592,L200274,2,2026-06-21,7957.55,0,4
R401593,L200275,1,2026-02-18,4552.68,0,4
R401594,L200275,2,2026-03-18,,1,74
R401595,L200275,3,2026-04-18,4696.75,0,6
R401596,L200275,4,2026-05-18,4573.23,0,6
R401597,L200275,5,2026-06-18,4639.5,0,0
R401598,L200276,1,2025-09-12,32270.89,0,6
R401599,L200276,2,2025-10-12,32947.64,0,1
R401600,L200276,3,2025-11-12,32870.51,0,2
R401601,L200276,4,2025-12-12,30338.83,0,0
R401602,L200276,5,2026-01-12,34106.31,0,2
R401603,L200276,6,2026-02-12,31423.67,0,2
R401604,L200276,7,2026-03-12,33609.44,0,4
R401605,L200276,8,2026-04-12,32451.79,0,2
R401606,L200276,9,2026-05-12,32667.41,0,3
R401607,L200276,10,2026-06-12,34212.65,0,6
R401608,L200277,1,2026-05-11,4814.79,0,4
R401609,L200277,2,2026-06-11,4863.5,0,6
R401610,L200278,1,2025-09-26,19871.27,0,1
R401611,L200278,2,2025-10-26,19073.0,0,3
R401612,L200278,3,2025-11-26,19676.49,0,1
R401613,L200278,4,2025-12-26,18839.06,0,2
R401614,L200278,5,2026-01-26,20493.15,0,0
R401615,L200278,6,2026-02-26,19110.37,0,5
R401616,L200278,7,2026-03-26,,1,49
R401617,L200278,8,2026-04-26,19740.72,0,0
R401618,L200278,9,2026-05-26,,1,94
R401619,L200278,10,2026-06-26,,1,89
R401620,L200279,1,2025-10-03,14083.46,0,4
R401621,L200279,2,2025-11-03,14189.86,0,1
R401622,L200279,3,2025-12-03,14117.8,0,6
R401623,L200279,4,2026-01-03,13482.48,0,6
R401624,L200279,5,2026-02-03,14531.68,0,1
R401625,L200279,6,2026-03-03,15620.14,0,3
R401626,L200279,7,2026-04-03,13470.87,0,5
R401627,L200279,8,2026-05-03,15508.09,0,6
R401628,L200279,9,2026-06-03,14057.12,0,4
R401629,L200279,10,2026-07-03,15506.32,0,3
R401630,L200280,1,2025-09-24,5768.81,0,2
R401631,L200280,2,2025-10-24,,1,73
R401632,L200280,3,2025-11-24,,1,94
R401633,L200280,4,2025-12-24,,1,41
R401634,L200280,5,2026-01-24,,1,39
R401635,L200280,6,2026-02-24,5849.63,0,2
R401636,L200280,7,2026-03-24,,1,57
R401637,L200280,8,2026-04-24,,1,73
R401638,L200280,9,2026-05-24,6187.42,0,2
R401639,L200280,10,2026-06-24,,1,75
R401640,L200281,1,2026-03-11,2897.83,0,3
R401641,L200281,2,2026-04-11,3117.31,0,2
R401642,L200281,3,2026-05-11,3149.41,0,5
R401643,L200281,4,2026-06-11,3105.5,0,3
R401644,L200282,1,2026-05-01,21858.43,0,6
R401645,L200282,2,2026-06-01,21631.15,0,5
R401646,L200282,3,2026-07-01,,1,86
R401647,L200283,1,2026-02-26,1773.75,0,5
R401648,L200283,2,2026-03-26,1822.73,0,0
R401649,L200283,3,2026-04-26,1950.94,0,1
R401650,L200283,4,2026-05-26,,1,40
R401651,L200283,5,2026-06-26,1782.29,0,2
R401652,L200284,1,2026-04-01,38473.27,0,1
R401653,L200284,2,2026-05-01,37682.31,0,6
R401654,L200284,3,2026-06-01,37398.33,0,0
R401655,L200284,4,2026-07-01,38229.9,0,5
R401656,L200285,1,2026-06-14,7846.0,0,0
R401657,L200286,1,2026-07-24,23492.28,0,3
R401658,L200287,1,2025-10-21,1032.5,0,4
R401659,L200287,2,2025-11-21,1058.04,0,6
R401660,L200287,3,2025-12-21,1180.82,0,6
R401661,L200287,4,2026-01-21,1115.86,0,5
R401662,L200287,5,2026-02-21,1069.76,0,5
R401663,L200287,6,2026-03-21,1059.65,0,6
R401664,L200287,7,2026-04-21,1044.87,0,3
R401665,L200287,8,2026-05-21,1183.86,0,1
R401666,L200287,9,2026-06-21,1102.58,0,5
R401667,L200288,1,2026-05-01,257669.33,0,2
R401668,L200288,2,2026-06-01,242951.95,0,0
R401669,L200288,3,2026-07-01,242134.38,0,6
R401670,L200289,1,2026-04-12,1355.75,0,1
R401671,L200289,2,2026-05-12,,1,58
R401672,L200289,3,2026-06-12,1338.57,0,6
R401673,L200290,1,2026-04-22,11174.97,0,6
R401674,L200290,2,2026-05-22,11529.75,0,4
R401675,L200290,3,2026-06-22,12073.37,0,6
R401676,L200291,1,2026-01-21,13275.38,0,3
R401677,L200291,2,2026-02-21,12228.94,0,1
R401678,L200291,3,2026-03-21,12265.05,0,2
R401679,L200291,4,2026-04-21,11677.84,0,4
R401680,L200291,5,2026-05-21,13147.04,0,2
R401681,L200291,6,2026-06-21,,1,54
R401682,L200292,1,2026-03-01,22843.35,0,2
R401683,L200292,2,2026-04-01,22818.84,0,5
R401684,L200292,3,2026-05-01,21135.87,0,1
R401685,L200292,4,2026-06-01,24157.37,0,2
R401686,L200293,1,2026-04-12,840.6,0,6
R401687,L200293,2,2026-05-12,872.29,0,3
R401688,L200293,3,2026-06-12,908.55,0,4
R401689,L200294,1,2026-04-07,30733.94,0,2
R401690,L200294,2,2026-05-07,32812.75,0,1
R401691,L200294,3,2026-06-07,29930.26,0,1
R401692,L200295,1,2026-02-05,5407.89,0,4
R401693,L200295,2,2026-03-05,5368.84,0,5
R401694,L200295,3,2026-04-05,5609.92,0,4
R401695,L200295,4,2026-05-05,5627.74,0,3
R401696,L200295,5,2026-06-05,5669.85,0,2
R401697,L200296,1,2026-07-26,4358.85,0,2
R401698,L200297,1,2026-01-13,,1,41
R401699,L200297,2,2026-02-13,18993.84,0,1
R401700,L200297,3,2026-03-13,17850.1,0,0
R401701,L200297,4,2026-04-13,18058.95,0,0
R401702,L200297,5,2026-05-13,16949.88,0,1
R401703,L200297,6,2026-06-13,18930.64,0,2
R401704,L200298,1,2026-05-14,38280.08,0,6
R401705,L200298,2,2026-06-14,36374.88,0,4
R401706,L200299,1,2026-05-05,1934.9,0,0
R401707,L200299,2,2026-06-05,2147.42,0,3
R401708,L200300,1,2026-02-06,1271.1,0,3
R401709,L200300,2,2026-03-06,1350.87,0,5
R401710,L200300,3,2026-04-06,1288.98,0,5
R401711,L200300,4,2026-05-06,1322.61,0,3
R401712,L200300,5,2026-06-06,1325.02,0,5
R401713,L200301,1,2026-05-17,5359.61,0,5
R401714,L200301,2,2026-06-17,5405.57,0,2
R401715,L200302,1,2025-10-01,379.25,0,3
R401716,L200302,2,2025-11-01,395.72,0,3
R401717,L200302,3,2025-12-01,411.99,0,4
R401718,L200302,4,2026-01-01,363.21,0,2
R401719,L200302,5,2026-02-01,409.96,0,0
R401720,L200302,6,2026-03-01,,1,68
R401721,L200302,7,2026-04-01,389.04,0,3
R401722,L200302,8,2026-05-01,407.67,0,4
R401723,L200302,9,2026-06-01,383.87,0,0
R401724,L200302,10,2026-07-01,411.58,0,3
R401725,L200303,1,2025-09-30,8804.52,0,5
R401726,L200303,2,2025-10-30,8417.72,0,1
R401727,L200303,3,2025-11-30,8100.77,0,4
R401728,L200303,4,2025-12-30,7922.74,0,4
R401729,L200303,5,2026-01-30,7914.71,0,1
R401730,L200303,6,2026-02-28,8748.24,0,1
R401731,L200303,7,2026-03-30,8209.98,0,1
R401732,L200303,8,2026-04-30,8630.15,0,0
R401733,L200303,9,2026-05-30,9155.84,0,3
R401734,L200303,10,2026-06-30,9087.8,0,2
R401735,L200304,1,2026-06-16,12978.01,0,5
R401736,L200305,1,2026-02-13,,1,88
R401737,L200305,2,2026-03-13,4210.42,0,3
R401738,L200305,3,2026-04-13,,1,84
R401739,L200305,4,2026-05-13,3833.4,0,6
R401740,L200305,5,2026-06-13,,1,56
R401741,L200306,1,2026-04-16,5022.27,0,2
R401742,L200306,2,2026-05-16,5570.87,0,2
R401743,L200306,3,2026-06-16,5590.69,0,4
R401744,L200307,1,2026-04-12,682.83,0,5
R401745,L200307,2,2026-05-12,688.43,0,1
R401746,L200307,3,2026-06-12,769.77,0,5
R401747,L200308,1,2026-07-18,701.19,0,0
R401748,L200309,1,2026-01-30,288.44,0,0
R401749,L200309,2,2026-02-28,318.7,0,1
R401750,L200309,3,2026-03-30,289.29,0,6
R401751,L200309,4,2026-04-30,310.81,0,3
R401752,L200309,5,2026-05-30,,1,32
R401753,L200309,6,2026-06-30,,1,55
R401754,L200310,1,2025-08-26,9425.69,0,1
R401755,L200310,2,2025-09-26,8791.11,0,6
R401756,L200310,3,2025-10-26,,1,92
R401757,L200310,4,2025-11-26,8438.04,0,3
R401758,L200310,5,2025-12-26,8591.24,0,0
R401759,L200310,6,2026-01-26,8480.04,0,2
R401760,L200310,7,2026-02-26,8773.87,0,3
R401761,L200310,8,2026-03-26,8335.12,0,2
R401762,L200310,9,2026-04-26,8887.45,0,1
R401763,L200310,10,2026-05-26,8856.12,0,2
R401764,L200310,11,2026-06-26,9353.17,0,1
R401765,L200311,1,2026-03-24,3441.49,0,6
R401766,L200311,2,2026-04-24,3432.29,0,1
R401767,L200311,3,2026-05-24,3250.77,0,0
R401768,L200311,4,2026-06-24,3072.82,0,1
R401769,L200312,1,2026-02-27,371.02,0,4
R401770,L200312,2,2026-03-27,405.58,0,5
R401771,L200312,3,2026-04-27,366.21,0,1
R401772,L200312,4,2026-05-27,417.35,0,4
R401773,L200312,5,2026-06-27,379.74,0,5
R401774,L200313,1,2025-08-09,1529.21,0,6
R401775,L200313,2,2025-09-09,1622.92,0,0
R401776,L200313,3,2025-10-09,1716.2,0,2
R401777,L200313,4,2025-11-09,1527.23,0,2
R401778,L200313,5,2025-12-09,1641.77,0,2
R401779,L200313,6,2026-01-09,1573.97,0,1
R401780,L200313,7,2026-02-09,1650.68,0,1
R401781,L200313,8,2026-03-09,1576.16,0,1
R401782,L200313,9,2026-04-09,1665.62,0,2
R401783,L200313,10,2026-05-09,1593.48,0,2
R401784,L200313,11,2026-06-09,1575.28,0,1
R401785,L200314,1,2026-04-21,300.67,0,2
R401786,L200314,2,2026-05-21,277.28,0,2
R401787,L200314,3,2026-06-21,311.97,0,4
R401788,L200315,1,2026-06-30,8254.45,0,4
R401789,L200316,1,2026-06-25,6005.22,0,1
R401790,L200317,1,2025-08-28,,1,45
R401791,L200317,2,2025-09-28,515.41,0,3
R401792,L200317,3,2025-10-28,501.94,0,2
R401793,L200317,4,2025-11-28,506.72,0,1
R401794,L200317,5,2025-12-28,520.7,0,5
R401795,L200317,6,2026-01-28,478.08,0,6
R401796,L200317,7,2026-02-28,498.13,0,1
R401797,L200317,8,2026-03-28,485.7,0,5
R401798,L200317,9,2026-04-28,544.41,0,5
R401799,L200317,10,2026-05-28,501.81,0,3
R401800,L200317,11,2026-06-28,544.08,0,0
R401801,L200318,1,2025-11-15,10040.11,0,0
R401802,L200318,2,2025-12-15,,1,78
R401803,L200318,3,2026-01-15,9033.63,0,5
R401804,L200318,4,2026-02-15,9539.06,0,2
R401805,L200318,5,2026-03-15,9756.88,0,5
R401806,L200318,6,2026-04-15,9541.42,0,4
R401807,L200318,7,2026-05-15,,1,59
