transaction_id,transaction_date,customer_id,loan_id,age,gender,city,state,employment_type,monthly_income,customer_segment,credit_score,bureau_accounts,active_accounts,overdue_accounts,total_bureau_loan_amount,credit_utilization,loan_type,loan_amount,tenure_months,interest_rate,loan_status,disbursement_date,emi_amount,days_past_due,emi_paid,emi_missed,late_payment_count,principal_outstanding,interest_paid,penalty_amount,recovery_amount,profit_amount,transaction_type,transaction_amount,payment_channel,merchant_category,transaction_status
T301810,2025-08-19,C100761,L200859,40.0,Female,Siliguri,West Bengal,,211400.0,SME,764.0,3,2,1,2238600.0,0.227,Home,3550357.11,300.0,7.07,Closed,2025-10-30,25251.95,9.0,8.0,0.0,0.0,3419046.98,129795.02,0.0,920.66,-140639.18,Debit,2792.13,UPI,Shopping,Successful
T300904,2025-08-19,C100201,L202093,21.0,Male,Vadodara,Gujarat,Business Owner,118400.0,Mass,705.0,9,1,2,762900.0,0.495,Personal,284398.46,12.0,15.98,Delinquent,2026-03-13,25801.02,49.0,1.0,2.0,2.0,267627.79,16577.16,497.8,369.92,-8338.1,Debit,1346.92,IMPS,Travel,Successful
T300593,2025-08-19,C100675,L202047,36.0,Male,Nizamabad,Telangana,Self-employed,69000.0,Mass Affluent,804.0,8,2,0,575500.0,0.261,Business,321396.78,36.0,14.07,Active,2026-01-25,10995.51,5.0,5.0,0.0,0.0,285661.37,35323.08,0.0,0.37,14179.7,Debit,778.68,IMPS,Healthcare,Failed
T301248,2025-08-19,C100346,L202022,48.0,Female,Warangal,Telangana,Business Owner,112900.0,Mass,738.0,2,2,0,689600.0,0.196,Business,327401.4,60.0,14.49,Active,2026-04-18,7701.48,8.0,2.0,0.0,0.0,317389.47,9896.41,0.0,325.2,-20385.83,Debit,7230.38,NEFT,Shopping,Failed
T301907,2025-08-19,C100325,L200124,36.0,Female,Madurai,Tamil Nadu,Contract,26600.0,Mass Affluent,718.0,4,2,0,356900.0,0.499,Business,259885.08,60.0,15.69,Delinquent,2026-02-16,6277.17,5.0,4.0,0.0,0.0,243564.43,16132.34,0.0,486.7,-2004.07,Debit,532.61,IMPS,Groceries,Successful
T300050,2025-08-19,C100525,L200755,39.0,Female,Nagpur,Maharashtra,Salaried,35200.0,Mass,663.0,6,2,1,413700.0,0.504,Personal,113580.98,24.0,17.25,Active,2026-04-10,5629.35,9.0,2.0,0.0,0.0,106262.82,7233.72,0.0,526.1,197.17,Debit,1344.72,Net Banking,Education,Successful
T301328,2025-08-19,C100052,,48.0,Male,Surat,Gujarat,Salaried,109700.0,Mass,760.0,4,1,0,580600.0,0.444,,,,,,,,,,,,,,,,,Debit,1257.14,IMPS,Groceries,Successful
T301975,2025-08-19,C100199,L201639,21.0,Male,Nagpur,Maharashtra,Salaried,82900.0,SME,711.0,5,2,0,1090200.0,0.357,Personal,140582.69,12.0,13.74,Active,2026-06-16,12605.32,0.0,1.0,0.0,0.0,132389.23,8098.92,0.0,493.46,-3673.59,Debit,1677.23,Net Banking,Healthcare,Successful
T302199,2025-08-19,C100402,L200312,34.0,Female,Hyderabad,Telangana,Contract,28200.0,Mass Affluent,639.0,6,3,0,105100.0,0.425,Personal,78085.32,18.0,16.19,Active,2025-07-13,4915.18,6.0,11.0,0.0,0.0,42941.79,34738.03,0.0,838.15,28652.99,Debit,2025.81,NEFT,Utilities,Successful
T300727,2025-08-19,C100051,L201668,34.0,Female,Chennai,Tamil Nadu,Salaried,50200.0,Mass,717.0,5,4,0,428100.0,0.463,Home,707460.36,180.0,9.25,Active,2026-06-20,7281.13,1.0,1.0,0.0,1.0,702727.63,4678.12,0.0,534.95,-51495.41,Debit,,NEFT,Shopping,Failed
T301782,2025-08-20,C100067,L200344,31.0,Female,Vadodara,Gujarat,Self-employed,44200.0,Affluent,782.0,2,2,1,567500.0,0.328,Home,484065.57,120.0,7.0,Closed,2025-07-02,5620.41,7.0,12.0,0.0,0.0,440226.36,43333.37,0.0,232.82,4546.77,Credit,1573.14,Net Banking,Utilities,Successful
T300532,2025-08-20,C100010,L201627,54.0,Male,Bengaluru,Karnataka,Salaried,47500.0,SME,653.0,2,2,0,556300.0,0.087,Personal,53790.25,36.0,17.61,Active,2025-11-18,1934.14,3.0,7.0,0.0,1.0,44989.92,8698.79,0.0,723.34,1200.99,Debit,2871.8,Net Banking,Shopping,Failed
T300121,2025-08-20,C100519,L200223,39.0,Male,Nizamabad,Telangana,Salaried,29800.0,Affluent,823.0,8,2,0,213400.0,0.592,Personal,47051.26,36.0,12.1,Active,2026-03-03,1565.02,4.0,3.0,0.0,0.0,43999.46,3016.58,0.0,338.35,-1050.21,Credit,650.72,UPI,Education,Successful
T300355,2025-08-20,C100328,L200515,43.0,Female,Pune,Maharashtra,Self-employed,72400.0,Mass Affluent,694.0,3,3,1,617600.0,0.199,Auto,422729.38,72.0,11.37,Closed,2025-08-23,8126.6,4.0,10.0,0.0,0.0,369906.46,52213.43,0.0,363.75,23890.74,Debit,3061.66,IMPS,Utilities,Successful
T301726,2025-08-20,C100698,L200955,43.0,Female,Mumbai,Maharashtra,Self-employed,274500.0,Mass Affluent,717.0,3,1,1,895700.0,0.544,Personal,347648.69,18.0,14.63,Delinquent,2026-01-08,21627.5,41.0,3.0,2.0,3.0,305475.06,41687.01,1071.21,452.1,18722.26,Debit,6843.32,Card,Education,Successful
T300397,2025-08-20,C100454,,28.0,Male,Rohini,Delhi,Salaried,125300.0,Mass Affluent,805.0,4,2,0,870400.0,0.352,,,,,,,,,,,,,,,,,Debit,768.46,NEFT,Groceries,Successful
T300598,2025-08-21,C100233,L201030,37.0,Female,Mysuru,Karnataka,Retired,97800.0,Mass Affluent,641.0,7,1,2,1349500.0,0.429,Auto,632860.19,72.0,9.36,Closed,2025-11-17,11521.05,8.0,7.0,0.0,0.0,580439.43,51815.91,0.0,630.28,6276.74,Debit,1144.7,NEFT,Groceries,Successful
T300344,2025-08-21,C100146,L201101,60.0,Male,Ahmedabad,Gujarat,Salaried,85900.0,Mass,612.0,4,4,0,748900.0,0.446,Personal,99432.28,18.0,18.24,Delinquent,2025-08-06,6355.74,60.0,6.0,4.0,5.0,74644.91,24501.36,1894.84,846.77,21684.23,Debit,1403.91,UPI,Groceries,Successful
T301306,2025-08-21,C100278,L201313,53.0,Female,Rohini,Delhi,Self-employed,101300.0,Mass Affluent,811.0,3,3,0,843700.0,0.125,Home,954498.19,120.0,7.25,Active,2025-10-28,11205.91,5.0,8.0,0.0,0.0,896227.47,57598.37,0.0,711.0,-9411.15,Debit,2100.75,Net Banking,Shopping,Successful
T301639,2025-08-22,C100699,L201452,47.0,Female,Chennai,Tamil Nadu,Self-employed,118100.0,Mass,725.0,3,3,1,1413800.0,0.291,Auto,226806.15,60.0,9.27,Closed,2026-04-18,4737.9,9.0,2.0,0.0,0.0,220646.88,6088.2,0.0,470.42,-12981.48,Debit,670.03,IMPS,Shopping,Successful
T302056,2025-08-22,C100215,L201311,49.0,Female,Nizamabad,Telangana,Business Owner,143100.0,Mass,710.0,4,2,0,1715100.0,0.391,Consumer Durable,111418.52,12.0,17.6,Closed,2025-12-30,10193.65,5.0,6.0,0.0,0.0,71663.28,39296.52,0.0,799.15,37046.46,Credit,3550.04,UPI,Restaurants,Failed
T300988,2025-08-22,C100760,L202163,30.0,Male,Mangaluru,Karnataka,Salaried,33100.0,Affluent,730.0,8,3,1,159300.0,0.35,Education,78980.99,48.0,9.82,Active,2025-12-16,1996.34,7.0,6.0,0.0,0.0,71195.26,7695.9,0.0,635.67,2781.05,Debit,853.15,UPI,Healthcare,Successful
T300632,2025-08-22,C100599,L200395,45.0,Male,Nagpur,Maharashtra,Retired,30300.0,Mass Affluent,702.0,4,4,0,374600.0,0.181,Personal,26532.24,12.0,16.0,Delinquent,2025-11-04,2407.29,12.0,6.0,1.0,1.0,17143.8,9280.11,210.96,796.45,5261.71,Debit,11340.85,Card,Shopping,Successful
T301228,2025-08-22,C100508,L201149,39.0,Male,Surat,Gujarat,Contract,113700.0,Mass Affluent,704.0,6,1,1,958600.0,0.603,Personal,244438.64,12.0,15.37,Closed,2025-12-29,22105.32,1.0,6.0,0.0,0.0,158227.9,85216.0,0.0,252.46,75786.59,Debit,22672.4,IMPS,Healthcare,Successful
T301630,2025-08-22,C100285,L200890,49.0,Female,Chennai,Tamil Nadu,Self-employed,45000.0,SME,761.0,5,3,0,453500.0,0.46,Personal,47626.38,24.0,13.94,Active,2025-09-13,2285.33,5.0,9.0,0.0,1.0,34257.2,13214.92,0.0,930.86,17158.67,Debit,2710.34,NEFT,Shopping,Successful
T300126,2025-08-22,C100352,L200134,27.0,Female,Dwarka,Delhi,Salaried,117800.0,Affluent,780.0,8,4,0,768100.0,0.74,Home,864006.11,180.0,7.0,Active,2026-01-14,7765.93,9.0,5.0,0.0,1.0,838766.83,24948.05,0.0,695.25,-42509.77,Debit,1658.08,UPI,Education,Successful
T300440,2025-08-22,C100004,L200317,40.0,Male,Pune,Maharashtra,Business Owner,108300.0,Mass Affluent,695.0,5,3,0,426900.0,0.229,Personal,222576.3,36.0,17.48,Closed,2025-09-11,7988.72,8.0,9.0,0.0,0.0,175842.26,46194.8,0.0,459.43,34152.24,Debit,1254.06,Card,Education,Successful
T301470,2025-08-23,C100504,L200148,40.0,Male,Siliguri,West Bengal,Self-employed,110600.0,Mass,738.0,8,2,0,1143600.0,0.125,Personal,183833.33,18.0,13.46,Delinquent,2026-03-06,11335.61,6.0,3.0,0.0,0.0,161728.89,21849.39,0.0,189.89,8078.9,Credit,3638.8,NEFT,Utilities,Successful
T301343,2025-08-23,C100792,L201363,68.0,Male,Vadodara,Gujarat,Salaried,56700.0,Mass,688.0,1,1,1,781900.0,0.162,Business,253042.42,48.0,16.52,Closed,2025-11-08,7238.86,8.0,7.0,0.0,0.0,220105.6,32556.78,0.0,215.7,13945.95,Debit,12552.84,IMPS,Healthcare,Successful
T300556,2025-08-24,C100201,L202093,21.0,Male,Vadodara,Gujarat,Business Owner,118400.0,Mass,705.0,9,1,2,762900.0,0.495,Personal,284398.46,12.0,15.98,Delinquent,2026-03-13,25801.02,49.0,1.0,2.0,2.0,267627.79,16577.16,497.8,369.92,-8338.1,Debit,8100.84,Card,Shopping,Successful
T301632,2025-08-24,C100614,L200902,31.0,Male,Dwarka,Delhi,Retired,54800.0,SME,694.0,7,2,0,460900.0,0.128,Auto,188491.42,72.0,11.02,Closed,2025-11-09,3589.69,4.0,7.0,0.0,0.0,172158.32,16144.64,0.0,793.18,2747.95,Debit,1468.02,UPI,Restaurants,Failed
T300861,2025-08-24,C100266,L201783,31.0,Female,Vadodara,Gujarat,Salaried,66900.0,SME,781.0,4,2,1,440700.0,0.191,Auto,163975.97,48.0,8.2,Closed,2026-03-08,4018.54,0.0,3.0,0.0,0.0,156139.81,7745.74,0.0,88.12,-3060.63,Debit,995.03,UPI,Healthcare,Reversed
T300396,2025-08-24,C100173,L200419,36.0,Female,Coimbatore,Tamil Nadu,Salaried,70000.0,Mass,656.0,4,4,1,809900.0,0.196,Auto,425408.46,72.0,12.39,Active,2026-06-14,8403.35,0.0,1.0,0.0,1.0,419946.28,5399.15,0.0,474.26,-26272.25,Credit,2812.63,Card,Shopping,Failed
T300455,2025-08-24,C100270,L201229,55.0,Female,Howrah,West Bengal,Salaried,113000.0,Mass,692.0,5,3,0,1278600.0,0.556,Home,1312024.8,240.0,8.68,Closed,2025-12-16,11535.97,5.0,6.0,0.0,0.0,1267034.52,44471.16,0.0,567.08,-64705.68,Credit,563.46,UPI,Utilities,Successful
T301264,2025-08-24,C100463,L200687,34.0,Female,Howrah,West Bengal,Contract,37000.0,Mass,739.0,4,4,0,381100.0,0.351,Auto,112750.49,72.0,11.44,Active,2025-08-23,2171.6,1.0,10.0,0.0,0.0,98635.11,13952.51,0.0,456.37,6411.76,Debit,3249.89,NEFT,Travel,Successful
T301868,2025-08-25,C100739,L201948,40.0,Male,Surat,Gujarat,Salaried,57800.0,Affluent,694.0,3,3,0,449700.0,0.108,Personal,146807.17,36.0,14.51,Closed,2026-03-19,5053.96,8.0,3.0,0.0,0.0,136951.94,9741.51,0.0,829.82,-2653.04,Debit,3816.8,UPI,Education,Successful
T300687,2025-08-25,C100281,L201062,39.0,Male,Surat,Gujarat,Salaried,31600.0,Mass,758.0,6,2,1,408900.0,0.221,Business,208416.01,36.0,14.91,Default,2025-08-23,7215.63,81.0,6.0,4.0,4.0,233425.93,57049.22,1782.12,159016.29,57224.32,Debit,10440.81,Card,Groceries,Successful
T301030,2025-08-25,C100773,L201540,45.0,Female,Mumbai,Maharashtra,Self-employed,48700.0,Mass Affluent,697.0,4,2,1,430200.0,0.289,Personal,52369.58,12.0,14.58,Delinquent,2025-12-23,4716.42,21.0,4.0,2.0,2.0,40106.9,12121.19,1413.52,327.44,7860.23,Credit,1083.86,UPI,Education,Successful
T300286,2025-08-25,C100451,L200901,35.0,Male,Nagpur,Maharashtra,Salaried,100500.0,Mass,714.0,3,3,0,680600.0,0.312,Auto,309343.74,72.0,10.13,Active,2026-03-19,5751.15,5.0,3.0,0.0,1.0,298128.99,11085.35,0.0,270.79,-12305.66,Credit,962.06,Card,Restaurants,Successful
T301009,2025-08-25,C100561,L201791,33.0,Male,Mysuru,Karnataka,Salaried,80300.0,Mass Affluent,698.0,5,3,1,820700.0,0.193,Home,1053818.34,180.0,7.4,Closed,2025-10-18,9709.24,6.0,8.0,0.0,0.0,1003330.3,49905.48,0.0,286.2,-27874.31,Debit,18935.9,NEFT,Education,Failed
T301708,2025-08-25,C100195,L201605,38.0,Male,Coimbatore,Tamil Nadu,Salaried,33600.0,SME,772.0,5,5,0,250200.0,0.183,Education,94449.67,36.0,9.3,Active,2025-12-26,3016.68,2.0,6.0,0.0,0.0,82684.62,11629.3,0.0,491.61,5659.78,Debit,2830.96,NEFT,Healthcare,Successful
T301743,2025-08-25,C100692,L201699,37.0,Female,Kolkata,West Bengal,Contract,46100.0,Affluent,670.0,2,2,1,165300.0,0.296,Home,663963.66,240.0,7.88,Active,2026-03-31,5504.17,8.0,3.0,0.0,0.0,653230.52,10609.3,0.0,776.39,-43101.06,Credit,345.66,NEFT,Restaurants,Successful
T301705,2025-08-26,C100397,L201037,48.0,Male,Chennai,Tamil Nadu,Business Owner,236800.0,Mass,699.0,4,4,0,2095400.0,0.069,Auto,881314.49,36.0,11.2,Active,2026-06-13,28936.65,6.0,1.0,0.0,0.0,862505.67,18591.8,0.0,637.49,-48684.57,Debit,2412.71,Card,Restaurants,Successful
T302049,2025-08-26,C100401,L201086,42.0,Female,Dwarka,Delhi,Salaried,46500.0,Mass Affluent,690.0,3,2,0,322500.0,0.185,Education,95466.37,24.0,11.5,Closed,2025-09-03,4471.67,9.0,10.0,0.0,0.0,66400.48,28730.51,0.0,795.75,23276.52,Credit,587.34,UPI,Healthcare,Successful
T302081,2025-08-26,C100750,L201334,44.0,Male,Mysuru,Karnataka,Contract,55500.0,Mass,702.0,7,2,2,448900.0,0.312,Auto,350601.66,48.0,9.35,Active,2025-07-29,8783.12,8.0,11.0,0.0,1.0,287802.35,62074.71,0.0,784.79,39993.16,Debit,2747.8,IMPS,Healthcare,Successful
T300970,2025-08-26,C100768,L200648,36.0,Other,Bengaluru,Karnataka,Salaried,48500.0,Mass,684.0,4,3,1,222900.0,0.299,Personal,99187.58,18.0,16.26,Active,2025-11-04,6246.77,0.0,7.0,0.0,0.0,70764.76,28094.86,0.0,810.06,18892.74,Debit,1372.41,Net Banking,Utilities,Successful
T301309,2025-08-26,C100710,L200430,35.0,Male,Howrah,West Bengal,Salaried,77600.0,Affluent,661.0,4,4,0,1039500.0,0.362,Personal,142289.07,24.0,16.74,Active,2025-11-22,7017.33,9.0,7.0,0.0,0.0,110360.22,31560.44,0.0,477.07,22483.4,Debit,23844.79,IMPS,Utilities,Successful
T300612,2025-08-26,C100368,L200037,40.0,Female,Bengaluru,Karnataka,Self-employed,77900.0,Mass Affluent,681.0,8,2,1,297900.0,0.281,Consumer Durable,84620.06,6.0,19.56,Active,2025-11-17,14918.78,6.0,7.0,0.0,0.0,16739.62,67097.21,0.0,72.31,67016.5,Debit,7434.55,Net Banking,Shopping,Successful
T301707,2025-08-26,C100155,L201881,50.0,Male,Kolkata,West Bengal,Salaried,260900.0,SME,733.0,4,4,0,3645000.0,0.385,Consumer Durable,209313.09,6.0,17.72,Active,2025-08-25,36710.54,23.0,9.0,1.0,2.0,0.0,215272.63,174.04,0.0,216885.81,Debit,3320.04,Net Banking,Restaurants,Reversed
T301404,2025-08-26,C100760,L202163,30.0,Male,Mangaluru,Karnataka,Salaried,33100.0,Affluent,730.0,8,3,1,159300.0,0.35,Education,78980.99,48.0,9.82,Active,2025-12-16,1996.34,7.0,6.0,0.0,0.0,71195.26,7695.9,0.0,635.67,2781.05,Credit,2136.27,IMPS,Healthcare,Successful
T300633,2025-08-26,C100277,,52.0,Male,New Delhi,Delhi,Salaried,77200.0,Mass Affluent,725.0,2,2,0,1012000.0,0.368,,,,,,,,,,,,,,,,,Debit,1347.78,UPI,Restaurants,Successful
T300334,2025-08-26,C100128,L200900,40.0,Male,Bengaluru,Karnataka,Salaried,25200.0,Affluent,671.0,2,2,0,87600.0,0.551,Business,139963.25,48.0,16.77,Active,2025-10-29,4022.01,2.0,8.0,0.0,0.0,119048.8,20673.13,0.0,444.97,8313.47,Debit,403.88,NEFT,Travel,Failed
T301543,2025-08-27,C100570,L201744,47.0,Male,Chennai,Tamil Nadu,Self-employed,90800.0,Mass,619.0,5,5,2,376200.0,0.389,Auto,456006.82,36.0,13.56,Delinquent,2025-12-14,15487.96,29.0,5.0,1.0,1.0,405670.95,49755.07,408.7,682.53,15525.32,Credit,949.64,NEFT,Shopping,Successful
T300205,2025-08-27,C100376,L200947,34.0,Male,Warangal,Telangana,Salaried,131600.0,Affluent,701.0,3,2,0,987800.0,0.175,Education,639168.85,48.0,11.37,Active,2026-02-18,16634.74,2.0,4.0,0.0,0.0,595918.54,42751.27,0.0,415.9,-3373.8,Debit,5618.66,UPI,Restaurants,Failed
T301369,2025-08-27,C100793,L201022,36.0,Female,Nagpur,Maharashtra,Salaried,44600.0,SME,696.0,4,3,1,550000.0,0.094,Personal,60581.9,12.0,13.18,Closed,2025-07-21,5416.13,4.0,11.0,0.0,1.0,21856.59,38278.48,0.0,804.02,35661.25,Credit,1403.26,NEFT,Healthcare,Successful
T301399,2025-08-27,C100790,L201504,58.0,Male,Dwarka,Delhi,Self-employed,155700.0,Mass,719.0,6,2,0,1963600.0,0.207,Personal,238178.41,12.0,14.99,Closed,2026-02-28,21496.46,5.0,4.0,0.0,0.0,182287.62,55245.9,0.0,759.28,36961.99,Debit,1431.54,NEFT,Shopping,Reversed
T300439,2025-08-27,C100648,L201609,61.0,Male,Chennai,Tamil Nadu,Self-employed,49800.0,Mass Affluent,712.0,5,1,0,510400.0,0.38,Personal,77353.92,24.0,15.34,Active,2025-08-28,3763.14,11.0,9.0,1.0,1.0,55339.55,21760.36,282.93,776.25,10031.16,Debit,6518.99,Card,Education,Successful
T301576,2025-08-27,C100279,L200821,30.0,Female,Madurai,Tamil Nadu,Contract,111700.0,Mass Affluent,686.0,4,2,1,800600.0,0.334,Consumer Durable,129486.71,6.0,17.56,Closed,2026-02-13,22699.81,7.0,4.0,0.0,1.0,70467.2,58338.51,0.0,824.39,48680.32,Debit,1002.26,UPI,Restaurants,Successful
T301297,2025-08-27,C100722,L201238,40.0,Female,Nizamabad,Telangana,Salaried,41000.0,Mass Affluent,676.0,4,2,0,401700.0,0.516,Personal,28558.9,18.0,15.12,Active,2026-03-08,1783.25,8.0,3.0,0.0,0.0,25081.55,3437.22,0.0,556.23,-1829.16,Debit,1939.96,UPI,Shopping,Successful
T300460,2025-08-27,C100646,L201203,30.0,Male,Dwarka,Delhi,Contract,44400.0,Mass Affluent,749.0,6,3,0,438400.0,0.426,Personal,69661.32,36.0,15.48,Closed,2026-02-23,2431.24,9.0,4.0,0.0,0.0,63340.1,6248.28,0.0,336.73,-1341.5,Credit,6840.21,Card,Healthcare,Successful
T301878,2025-08-28,C100218,L201400,42.0,Male,Howrah,West Bengal,Salaried,57200.0,Affluent,650.0,4,1,0,203400.0,0.414,Business,446267.79,24.0,16.99,Closed,2025-12-02,22062.35,6.0,7.0,0.0,1.0,345884.12,99225.4,0.0,299.63,74865.67,Debit,1551.03,Net Banking,Travel,Successful
T302036,2025-08-28,C100112,L201240,25.0,Female,Coimbatore,Tamil Nadu,Salaried,39800.0,Affluent,760.0,6,2,0,152600.0,0.283,Personal,86174.43,18.0,12.92,Active,2026-01-13,5292.0,2.0,5.0,0.0,1.0,68975.44,17000.54,0.0,575.88,8796.14,Debit,3174.29,Net Banking,Shopping,Successful
T300100,2025-08-28,C100328,L200515,43.0,Female,Pune,Maharashtra,Self-employed,72400.0,Mass Affluent,694.0,3,3,1,617600.0,0.199,Auto,422729.38,72.0,11.37,Closed,2025-08-23,8126.6,4.0,10.0,0.0,0.0,369906.46,52213.43,0.0,363.75,23890.74,Debit,4331.64,NEFT,Restaurants,Successful
T301055,2025-08-28,C100700,L200910,52.0,Female,Kolkata,West Bengal,Salaried,45100.0,Mass Affluent,684.0,5,4,0,534300.0,0.369,Personal,56741.9,36.0,16.44,Closed,2026-02-22,2007.22,2.0,4.0,0.0,0.0,51523.12,5158.57,0.0,963.94,3975.17,Credit,7975.01,NEFT,Groceries,Successful
T301290,2025-08-28,C100111,L201799,25.0,Female,New Delhi,Delhi,Salaried,68200.0,Affluent,724.0,9,6,1,949200.0,0.116,Education,332197.99,48.0,9.56,Active,2026-01-14,8355.38,3.0,5.0,0.0,0.0,305043.01,26841.65,0.0,906.99,337.15,Debit,3044.97,NEFT,Healthcare,Successful
T301000,2025-08-28,C100246,L200882,30.0,Male,Hyderabad,Telangana,Contract,62900.0,Mass,665.0,4,2,0,399100.0,0.046,Personal,155168.8,24.0,15.6,Active,2026-06-26,7567.92,7.0,1.0,0.0,0.0,150249.65,4862.39,0.0,212.06,-10452.69,Debit,1279.38,IMPS,Groceries,Successful
T300815,2025-08-28,C100100,L200375,46.0,Other,Surat,Gujarat,Retired,45700.0,Mass Affluent,702.0,6,4,1,177300.0,0.516,Personal,67838.76,24.0,16.18,Active,2026-05-03,3327.43,9.0,1.0,0.0,0.0,65675.93,2137.88,0.0,51.14,-6783.67,Debit,2637.49,UPI,Healthcare,Failed
T301432,2025-08-28,C100373,L201406,21.0,Male,Hyderabad,Telangana,Salaried,56500.0,Mass,632.0,6,3,0,728200.0,0.093,Personal,52989.12,36.0,15.74,Closed,2026-06-10,1856.15,2.0,1.0,0.0,0.0,51782.63,1192.57,0.0,326.98,-919.15,Debit,9344.93,IMPS,Healthcare,Successful
T300752,2025-08-28,C100354,L200960,50.0,Male,Warangal,Telangana,Self-employed,46800.0,Mass,667.0,2,2,1,202600.0,0.178,Consumer Durable,43711.96,12.0,20.31,Closed,2026-05-12,4055.72,9.0,1.0,0.0,0.0,41075.74,2605.8,0.0,441.78,-65.11,Debit,10331.46,NEFT,Shopping,Successful
T301123,2025-08-28,C100692,L201699,37.0,Female,Kolkata,West Bengal,Contract,46100.0,Affluent,670.0,2,2,1,165300.0,0.296,Home,663963.66,240.0,7.88,Active,2026-03-31,5504.17,8.0,3.0,0.0,0.0,653230.52,10609.3,0.0,776.39,-43101.06,Credit,9682.42,NEFT,Healthcare,Successful
T301862,2025-08-29,C100650,L201195,35.0,Female,Bengaluru,Karnataka,Salaried,63600.0,Mass,805.0,4,2,0,841300.0,0.391,Personal,121654.44,12.0,10.98,Active,2025-11-07,10750.89,1.0,7.0,0.0,0.0,72737.91,48352.11,0.0,794.78,43213.88,Debit,4563.34,UPI,Restaurants,Successful
T301015,2025-08-29,C100394,L200048,21.0,Male,New Delhi,Delhi,Business Owner,138000.0,SME,705.0,7,3,0,1693000.0,0.275,Personal,186001.78,12.0,14.78,Closed,2026-04-29,16768.9,1.0,2.0,0.0,1.0,164202.21,21548.04,0.0,17.42,4700.28,Debit,2210.25,UPI,Groceries,Successful
T300146,2025-08-29,C100191,L200493,43.0,Female,Mysuru,Karnataka,Contract,41000.0,Mass Affluent,691.0,3,3,0,345300.0,0.198,Personal,95454.79,24.0,15.39,Active,2025-12-31,4645.99,9.0,6.0,0.0,1.0,77335.43,17910.29,0.0,689.87,11799.09,Debit,5167.11,Net Banking,Education,Successful
T300548,2025-08-29,C100275,,32.0,Female,Chennai,Tamil Nadu,Business Owner,408100.0,Affluent,758.0,3,2,1,4406500.0,0.179,,,,,,,,,,,,,,,,,Debit,6645.68,UPI,Healthcare,Successful
T301195,2025-08-29,C100784,L200149,32.0,Male,Nizamabad,Telangana,Self-employed,,Mass,608.0,5,3,0,1749800.0,0.389,Education,439846.11,60.0,13.08,Active,2026-02-12,10025.87,5.0,3.0,1.0,1.0,420295.66,19324.87,624.54,886.24,-14801.45,Credit,816.42,NEFT,Shopping,Successful
T302123,2025-08-29,C100566,,57.0,Male,Coimbatore,Tamil Nadu,Self-employed,54300.0,Mass Affluent,747.0,6,1,0,709500.0,0.215,,,,,,,,,,,,,,,,,Debit,882.14,UPI,Healthcare,Successful
T300431,2025-08-30,C100781,L200271,45.0,Male,Rohini,Delhi,Salaried,40400.0,Affluent,690.0,8,1,0,383400.0,0.315,Business,195215.94,60.0,15.97,Active,2025-11-29,4744.16,7.0,7.0,0.0,0.0,173630.01,21336.87,0.0,29.92,4304.73,Debit,2340.19,Net Banking,Restaurants,Successful
T300809,2025-08-30,C100330,L201909,43.0,Male,Nagpur,Maharashtra,Salaried,65500.0,SME,655.0,5,4,0,528300.0,0.527,Business,348844.93,60.0,16.5,Closed,2025-07-31,8576.19,1.0,11.0,0.0,1.0,287525.2,60612.19,0.0,89.31,36752.66,Debit,1549.09,UPI,Shopping,Successful
T301250,2025-08-30,C100107,,48.0,Female,Bengaluru,Karnataka,Salaried,48600.0,Mass Affluent,744.0,5,5,1,239300.0,0.368,,,,,,,,,,,,,,,,,Credit,7259.57,IMPS,Shopping,Successful
T300814,2025-08-30,C100794,L200779,41.0,Female,Bengaluru,Karnataka,Salaried,89200.0,Mass,707.0,4,2,0,888100.0,0.11,Education,336315.64,60.0,10.46,Delinquent,2026-02-02,7222.07,28.0,3.0,1.0,3.0,322232.6,13920.54,440.37,875.06,-12691.98,Debit,613.46,Net Banking,Shopping,Successful
T300551,2025-08-30,C100684,L201411,42.0,Female,New Delhi,Delhi,Salaried,45900.0,Mass,639.0,7,3,0,548800.0,0.405,Education,80602.3,36.0,11.65,Closed,2025-10-14,2663.7,9.0,8.0,0.0,1.0,66751.08,13691.4,0.0,608.74,7522.25,Credit,346.6,UPI,Travel,Successful
T300782,2025-08-30,C100566,,57.0,Male,Coimbatore,Tamil Nadu,Self-employed,54300.0,Mass Affluent,747.0,6,1,0,709500.0,0.215,,,,,,,,,,,,,,,,,Debit,3109.83,UPI,Healthcare,Successful
T301388,2025-08-31,C100205,L200611,42.0,Male,Chennai,Tamil Nadu,Salaried,55600.0,Mass Affluent,667.0,4,3,0,189600.0,0.444,Business,712520.65,36.0,16.54,Closed,2026-01-01,25240.48,15.0,5.0,1.0,1.0,630489.08,81085.05,329.75,934.52,30865.52,Debit,347.9,Net Banking,Shopping,Failed
T301506,2025-09-01,C100565,L201299,42.0,Female,Madurai,Tamil Nadu,Self-employed,56300.0,Mass Affluent,707.0,6,4,0,436300.0,0.399,Business,217073.2,48.0,15.21,Default,2025-07-15,6064.44,40.0,9.0,2.0,2.0,228171.22,60683.89,406.61,96592.83,54390.53,Credit,2487.67,Net Banking,Groceries,Successful
