transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,payment_channel,merchant_category,transaction_status
T301087,C100310,2025-10-30,Credit,461.43,Card,Groceries,Failed
T301088,C100373,2025-11-01,Debit,1981.14,NEFT,Healthcare,Successful
T301089,C100586,2026-04-06,Credit,5977.91,UPI,Restaurants,Successful
T301090,C100220,2025-07-19,Debit,1782.76,IMPS,Healthcare,Successful
T301091,C100249,2026-06-15,Debit,8585.79,UPI,Healthcare,Successful
T301092,C100377,2026-04-20,Debit,3072.68,Net Banking,Shopping,Successful
T301093,C100357,2025-12-02,Credit,854.05,Net Banking,Travel,Successful
T301094,C100018,2026-01-14,Debit,1076.31,UPI,Education,Reversed
T301095,C100187,2026-01-27,Debit,3321.02,NEFT,Groceries,Successful
T301096,C100764,2025-07-17,Credit,1257.76,IMPS,Utilities,Successful
T301097,C100617,2026-01-20,Debit,1096.7,Card,Education,Successful
T301098,C100410,2026-06-05,Debit,1328.19,Card,Utilities,Successful
T301099,C100043,2026-01-07,Debit,2758.32,Card,Education,Successful
T301100,C100636,2026-05-21,Credit,5870.61,UPI,Healthcare,Successful
T301101,C100284,2025-12-27,Debit,991.09,UPI,Travel,Successful
T301102,C100625,2026-01-04,Debit,627.74,Net Banking,Restaurants,Successful
T301103,C100227,2025-12-31,Credit,3939.78,UPI,Travel,Successful
T301104,C100055,2025-07-16,Debit,2941.69,Card,Healthcare,Successful
T301105,C100346,2026-02-21,Debit,2412.43,Net Banking,Utilities,Successful
T301106,C100534,2025-12-04,Debit,319.82,NEFT,Shopping,Successful
T301107,C100148,2025-10-11,Debit,5434.23,Net Banking,Healthcare,Successful
T301108,C100227,2026-06-03,Debit,857.27,IMPS,Restaurants,Successful
T301109,C100550,2026-03-15,Credit,2918.33,UPI,Utilities,Successful
T301110,C100182,2025-08-05,Debit,4395.45,NEFT,Travel,Reversed
T301111,C100195,2025-07-19,Credit,518.56,NEFT,Shopping,Successful
T301112,C100262,2025-08-31,Debit,1791.93,NEFT,Shopping,Successful
T301113,C100136,2025-12-13,Debit,2129.52,IMPS,Healthcare,Successful
T301114,C100291,2025-09-24,Credit,4300.28,IMPS,Utilities,Successful
T301115,C100632,2026-06-26,Debit,9122.53,NEFT,Shopping,Successful
T301116,C100779,2025-07-16,Credit,6231.79,NEFT,Travel,Successful
T301117,C100202,2025-11-27,Debit,12467.58,Card,Shopping,Successful
T301118,C100797,2025-11-15,Credit,307.03,UPI,Groceries,Successful
T301119,C100767,2026-01-02,Credit,22239.07,UPI,Groceries,Successful
T301120,C100544,2025-10-24,Debit,1156.99,Card,Shopping,Successful
T301121,C100656,2025-12-21,Debit,1913.18,IMPS,Travel,Successful
T301122,C100782,2026-02-10,Credit,1026.56,NEFT,Groceries,Successful
T301123,C100728,2026-05-03,Credit,5977.6,Card,Travel,Successful
T301124,C100597,2025-09-02,Debit,6474.2,IMPS,Utilities,Successful
T301125,C100207,2025-10-16,Debit,1408.74,NEFT,Healthcare,Successful
T301126,C100031,2025-12-03,Debit,2778.06,UPI,Travel,Successful
T301127,C100555,2026-02-26,Credit,2389.29,NEFT,Healthcare,Successful
T301128,C100401,2026-05-25,Debit,2550.26,Net Banking,Groceries,Successful
T301129,C100160,2025-11-03,Debit,2162.41,IMPS,Utilities,Successful
T301130,C100471,2026-06-10,Debit,2939.03,Net Banking,Groceries,Successful
T301131,C100423,2025-09-03,Credit,2531.86,NEFT,Groceries,Successful
T301132,C100024,2026-01-01,Debit,5389.7,Card,Utilities,Successful
T301133,C100650,2025-07-16,Credit,2833.09,Net Banking,Utilities,Successful
T301134,C100147,2025-07-05,Debit,346.0,Card,Restaurants,Successful
T301135,C100505,2026-04-21,Debit,1730.98,NEFT,Groceries,Failed
T301136,C100245,2025-08-28,Credit,954.42,IMPS,Shopping,Successful
T301137,C100121,2025-12-11,Debit,2289.46,Net Banking,Restaurants,Successful
T301138,C100494,2025-10-27,Debit,899.76,UPI,Groceries,Successful
T301139,C100692,2026-03-03,Debit,3391.14,UPI,Healthcare,Successful
T301140,C100748,2026-04-03,Debit,2176.14,Net Banking,Restaurants,Successful
T301141,C100620,2026-04-10,Credit,716.35,UPI,Shopping,Failed
T301142,C100603,2025-10-03,Debit,5042.09,NEFT,Travel,Successful
T301143,C100192,2025-11-06,Credit,5484.42,NEFT,Healthcare,Successful
T301144,C100737,2026-05-30,Debit,7178.32,IMPS,Restaurants,Successful
T301145,C100364,2026-04-26,Credit,4650.98,Net Banking,Healthcare,Successful
T301146,C100224,2026-06-03,Debit,1521.12,UPI,Groceries,Successful
T301147,C100501,2026-04-12,Debit,887.54,NEFT,Education,Successful
T301148,C100362,2025-12-28,Credit,637.84,NEFT,Healthcare,Successful
T301149,C100344,2025-11-18,Debit,880.39,NEFT,Education,Successful
T301150,C100373,2026-04-16,Debit,3346.46,NEFT,Restaurants,Successful
T301151,C100328,2025-11-04,Debit,4640.35,IMPS,Utilities,Successful
T301152,C100129,2026-02-09,Debit,1148.39,IMPS,Travel,Successful
T301153,C100031,2026-02-22,Credit,2124.89,IMPS,Shopping,Successful
T301154,C100742,2025-08-04,Debit,4960.94,NEFT,Travel,Failed
T301155,C100146,2026-02-10,Credit,664.42,Net Banking,Restaurants,Successful
T301156,C100688,2025-10-25,Debit,5937.63,UPI,Travel,Successful
T301157,C100457,2025-08-26,Debit,1443.07,Card,Utilities,Successful
T301158,C100416,2026-01-18,Credit,4059.69,NEFT,Healthcare,Successful
T301159,C100338,2025-11-06,Debit,1114.66,Net Banking,Education,Successful
T301160,C100132,2026-01-06,Debit,1183.37,NEFT,Utilities,Successful
T301161,C100606,2025-09-02,Debit,2823.61,Net Banking,Healthcare,Successful
T301162,C100179,2026-02-27,Debit,2461.32,UPI,Travel,Successful
T301163,C100364,2026-01-17,Debit,4825.99,Card,Shopping,Successful
T301164,C100125,2026-01-30,Debit,5187.85,NEFT,Travel,Successful
T301165,C100346,2025-11-28,Debit,1298.44,Card,Shopping,Successful
T301166,C100332,2026-01-07,Debit,605.74,NEFT,Utilities,Successful
T301167,C100678,2025-07-11,Credit,2028.97,Net Banking,Restaurants,Successful
T301168,C100567,2026-05-12,Debit,6732.62,UPI,Restaurants,Successful
T301169,C100792,2025-12-01,Debit,2076.14,IMPS,Shopping,Successful
T301170,C100591,2025-08-23,Debit,860.08,NEFT,Healthcare,Successful
T301171,C100674,2025-10-31,Debit,3187.15,Net Banking,Groceries,Successful
T301172,C100376,2026-02-18,Debit,5794.57,UPI,Healthcare,Successful
T301173,C100059,2026-03-18,Debit,2559.0,Net Banking,Healthcare,Successful
T301174,C100443,2025-07-31,Debit,758.9,Net Banking,Shopping,Successful
T301175,C100788,2026-02-09,Debit,2533.46,Card,Restaurants,Reversed
T301176,C100160,2026-03-02,Debit,16895.0,Card,Utilities,Successful
T301177,C100239,2026-04-14,Debit,4180.85,Net Banking,Healthcare,Successful
T301178,C100196,2025-07-18,Credit,7411.05,Net Banking,Groceries,Successful
T301179,C100544,2026-04-03,Credit,3213.79,NEFT,Healthcare,Successful
T301180,C100021,2026-02-12,Debit,,Card,Utilities,Successful
T301181,C100473,2026-04-04,Debit,2292.92,NEFT,Groceries,Successful
T301182,C100629,2025-08-31,Debit,1313.84,IMPS,Education,Successful
T301183,C100680,2025-10-04,Debit,44354.16,Card,Utilities,Successful
T301184,C100162,2025-12-09,Debit,1959.43,Net Banking,Healthcare,Successful
T301185,C100193,2026-03-04,Debit,,UPI,Education,Successful
T301186,C100452,2026-03-05,Debit,1498.41,UPI,Utilities,Successful
T301187,C100466,2025-11-22,Debit,287.44,UPI,Shopping,Successful
T301188,C100706,2025-11-08,Debit,1000.18,NEFT,Travel,Failed
T301189,C100103,2025-10-05,Credit,773.61,IMPS,Education,Successful
T301190,C100416,2026-05-09,Debit,2602.31,Card,Utilities,Successful
T301191,C100108,2026-02-01,Debit,983.18,IMPS,Groceries,Successful
T301192,C100462,2026-02-12,Debit,1909.88,IMPS,Healthcare,Successful
T301193,C100782,2026-03-16,Debit,1087.24,IMPS,Travel,Successful
T301194,C100059,2026-06-28,Credit,2210.88,UPI,Groceries,Reversed
T301195,C100429,2026-05-24,Debit,5774.06,IMPS,Restaurants,Successful
T301196,C100183,2025-12-14,Credit,1502.84,UPI,Shopping,Successful
T301197,C100073,2025-12-04,Debit,4173.28,NEFT,Travel,Successful
T301198,C100514,2026-04-29,Debit,619.35,Net Banking,Travel,Successful
T301199,C100224,2026-05-01,Debit,5023.07,IMPS,Travel,Successful
T301200,C100548,2026-06-14,Debit,11249.23,UPI,Travel,Successful
T301201,C100751,2026-04-19,Credit,92106.34,Card,Healthcare,Successful
T301202,C100194,2025-10-31,Debit,9958.42,Net Banking,Healthcare,Successful
T301203,C100520,2025-11-27,Credit,7199.24,UPI,Healthcare,Successful
T301204,C100713,2025-12-30,Debit,3847.48,Card,Shopping,Successful
T301205,C100524,2026-06-02,Debit,4515.99,Card,Travel,Successful
T301206,C100576,2026-01-11,Credit,5987.58,Net Banking,Restaurants,Successful
T301207,C100748,2026-05-15,Debit,1354.56,UPI,Shopping,Successful
T301208,C100563,2026-03-31,Debit,6707.17,IMPS,Healthcare,Successful
T301209,C100303,2026-05-08,Debit,308.74,Net Banking,Utilities,Successful
T301210,C100748,2026-02-15,Debit,3013.94,IMPS,Restaurants,Successful
T301211,C100602,2026-03-07,Debit,2576.87,NEFT,Healthcare,Successful
T301212,C100174,2026-05-26,Debit,889.75,Card,Shopping,Successful
T301213,C100233,2025-12-11,Debit,2129.58,NEFT,Utilities,Failed
T301214,C100312,2025-10-28,Debit,1084.13,NEFT,Restaurants,Successful
T301215,C100786,2026-01-13,Debit,3692.3,IMPS,Healthcare,Successful
T301216,C100321,2025-10-14,Debit,6890.96,IMPS,Utilities,Reversed
T301217,C100683,2026-02-22,Debit,287.38,UPI,Education,Successful
T301218,C100643,2025-12-14,Debit,4032.39,NEFT,Travel,Successful
T301219,C100367,2025-08-03,Debit,2421.43,IMPS,Utilities,Successful
T301220,C100560,2025-07-16,Credit,3248.17,UPI,Shopping,Successful
T301221,C100129,2026-04-23,Debit,3230.6,IMPS,Education,Successful
T301222,C100421,2025-10-04,Debit,906.46,IMPS,Travel,Successful
T301223,C100681,2025-07-11,Debit,1644.9,Net Banking,Utilities,Failed
T301224,C100279,2026-06-23,Debit,2266.59,IMPS,Education,Successful
T301225,C100773,2025-11-14,Credit,9188.75,UPI,Groceries,Successful
T301226,C100166,2026-01-15,Debit,3587.71,NEFT,Restaurants,Successful
T301227,C100504,2026-01-04,Debit,277.72,Net Banking,Utilities,Successful
T301228,C100575,2025-07-20,Credit,1756.99,Card,Travel,Successful
T301229,C100144,2025-09-04,Credit,6086.28,Net Banking,Healthcare,Successful
T301230,C100594,2025-09-01,Debit,961.4,IMPS,Healthcare,Successful
T301231,C100774,2025-12-24,Debit,8662.55,Net Banking,Travel,Successful
T301232,C100545,2026-05-04,Debit,850.54,NEFT,Travel,Reversed
T301233,C100713,2026-06-12,Credit,3380.73,NEFT,Utilities,Reversed
T301234,C100054,2025-08-28,Credit,2869.5,Net Banking,Shopping,Successful
T301235,C100479,2025-12-30,Credit,4914.93,Card,Education,Successful
T301236,C100550,2026-04-30,Credit,909.78,Net Banking,Education,Successful
T301237,C100638,2026-03-10,Debit,1012.81,IMPS,Shopping,Successful
T301238,C100335,2026-05-09,Credit,1432.34,IMPS,Healthcare,Successful
T301239,C100160,2026-06-10,Debit,13876.3,Card,Travel,Successful
T301240,C100123,2025-12-07,Debit,1639.55,Card,Education,Successful
T301241,C100039,2026-03-29,Debit,1373.75,IMPS,Groceries,Successful
T301242,C100237,2025-07-03,Debit,1134.32,Card,Healthcare,Successful
T301243,C100358,2025-07-22,Debit,1041.53,UPI,Restaurants,Successful
T301244,C100307,2026-01-02,Debit,4089.44,IMPS,Restaurants,Successful
T301245,C100545,2025-10-25,Credit,2237.79,UPI,Shopping,Successful
T301246,C100360,2026-05-13,Debit,505.4,Card,Education,Successful
T301247,C100581,2026-05-04,Debit,3726.31,UPI,Shopping,Successful
T301248,C100455,2026-01-04,Credit,5956.95,IMPS,Groceries,Successful
T301249,C100229,2026-03-22,Credit,1559.54,Net Banking,Healthcare,Successful
T301250,C100362,2025-11-23,Debit,4290.1,NEFT,Healthcare,Successful
T301251,C100748,2026-03-26,Debit,4393.65,Card,Education,Successful
T301252,C100314,2025-11-15,Debit,1125.13,NEFT,Travel,Successful
T301253,C100566,2025-07-15,Credit,3142.96,UPI,Utilities,Successful
T301254,C100660,2026-04-07,Credit,1802.12,Card,Shopping,Failed
T301255,C100090,2025-09-27,Credit,8026.18,UPI,Education,Successful
T301256,C100489,2026-06-02,Debit,3976.36,Net Banking,Travel,Successful
T301257,C100458,2025-10-16,Credit,4513.72,Net Banking,Travel,Successful
T301258,C100219,2026-05-04,Debit,1098.18,IMPS,Shopping,Successful
T301259,C100480,2026-01-05,Debit,748.93,UPI,Education,Successful
T301260,C100515,2025-11-26,Debit,516.74,Net Banking,Travel,Successful
T301261,C100228,2026-03-16,Debit,2203.68,Net Banking,Healthcare,Successful
T301262,C100149,2026-06-09,Debit,352.22,UPI,Restaurants,Successful
T301263,C100047,2026-03-08,Debit,5517.63,NEFT,Education,Successful
T301264,C100471,2026-02-05,Debit,7345.38,UPI,Shopping,Successful
T301265,C100302,2025-12-07,Credit,384.36,UPI,Education,Successful
T301266,C100627,2025-10-08,Credit,2896.42,UPI,Groceries,Failed
T301267,C100222,2025-11-24,Debit,653.76,IMPS,Utilities,Successful
T301268,C100005,2026-05-09,Debit,3867.04,UPI,Education,Successful
T301269,C100664,2026-01-27,Debit,1610.98,Card,Utilities,Successful
T301270,C100539,2026-06-04,Credit,1203.47,UPI,Education,Reversed
T301271,C100209,2025-07-06,Debit,5769.39,NEFT,Shopping,Successful
T301272,C100222,2026-01-05,Debit,808.13,UPI,Restaurants,Successful
T301273,C100695,2025-09-13,Debit,6499.27,UPI,Restaurants,Successful
T301274,C100640,2026-03-23,Credit,742.38,Net Banking,Groceries,Successful
T301275,C100698,2026-01-11,Debit,2753.98,NEFT,Shopping,Successful
T301276,C100434,2025-11-17,Credit,14991.99,UPI,Shopping,Successful
T301277,C100042,2026-05-18,Credit,765.6,Net Banking,Groceries,Successful
T301278,C100319,2025-12-22,Debit,784.37,UPI,Healthcare,Successful
T301279,C100298,2025-11-19,Debit,8017.69,NEFT,Groceries,Successful
T301280,C100655,2026-02-28,Credit,2721.19,IMPS,Education,Successful
T301281,C100249,2025-11-24,Debit,7831.57,IMPS,Education,Successful
T301282,C100031,2026-06-29,Credit,3209.35,Net Banking,Utilities,Successful
T301283,C100364,2026-04-29,Debit,5275.27,Card,Restaurants,Successful
T301284,C100005,2025-10-03,Debit,6052.57,UPI,Utilities,Successful
T301285,C100089,2025-12-19,Credit,500.37,IMPS,Education,Successful
T301286,C100236,2025-12-14,Credit,3132.33,UPI,Groceries,Successful
T301287,C100083,2026-01-11,Credit,3736.98,Card,Restaurants,Successful
T301288,C100346,2025-12-13,Credit,3757.44,IMPS,Utilities,Successful
T301289,C100203,2026-01-04,Debit,2733.07,NEFT,Utilities,Successful
T301290,C100284,2025-12-08,Debit,2322.3,Card,Restaurants,Successful
T301291,C100023,2025-07-12,Debit,7023.82,IMPS,Shopping,Successful
T301292,C100558,2026-01-27,Credit,1327.49,NEFT,Education,Successful
T301293,C100360,2025-07-19,Debit,933.15,NEFT,Restaurants,Successful
T301294,C100368,2026-03-16,Debit,12722.14,Net Banking,Groceries,Successful
T301295,C100020,2026-03-14,Debit,1419.78,UPI,Groceries,Successful
T301296,C100049,2025-09-01,Debit,542.38,Card,Shopping,Successful
T301297,C100436,2026-02-21,Credit,8789.99,NEFT,Shopping,Successful
T301298,C100249,2026-04-25,Debit,1216.64,Card,Travel,Successful
T301299,C100680,2026-03-09,Debit,1967.72,NEFT,Restaurants,Successful
T301300,C100249,2025-10-01,Debit,1336.17,Card,Utilities,Successful
T301301,C100111,2025-07-09,Credit,386.33,UPI,Education,Successful
T301302,C100293,2026-04-20,Credit,11389.18,NEFT,Shopping,Successful
T301303,C100099,2026-05-11,Debit,6121.02,Card,Travel,Successful
T301304,C100269,2026-05-21,Credit,3450.8,UPI,Shopping,Successful
T301305,C100079,2025-08-03,Credit,1016.51,IMPS,Restaurants,Successful
T301306,C100780,2025-09-10,Debit,1599.44,Net Banking,Utilities,Reversed
T301307,C100310,2026-01-01,Credit,2030.21,Net Banking,Healthcare,Successful
T301308,C100100,2025-10-01,Debit,2277.68,Net Banking,Utilities,Successful
T301309,C100201,2026-06-10,Debit,875.09,Card,Education,Successful
T301310,C100551,2026-06-02,Debit,7931.98,IMPS,Groceries,Failed
T301311,C100797,2025-12-09,Debit,3959.81,IMPS,Healthcare,Reversed
T301312,C100660,2026-02-07,Debit,2469.72,IMPS,Shopping,Successful
T301313,C100704,2026-06-11,Debit,3084.22,IMPS,Restaurants,Failed
T301314,C100197,2026-04-10,Debit,2496.77,IMPS,Groceries,Successful
T301315,C100564,2025-08-12,Debit,5705.04,Net Banking,Groceries,Successful
T301316,C100384,2026-03-04,Credit,2609.82,Card,Groceries,Successful
T301317,C100098,2025-08-12,Debit,1808.58,NEFT,Shopping,Successful
T301318,C100695,2026-02-14,Debit,26436.24,Card,Utilities,Successful
T301319,C100754,2026-02-25,Debit,4356.33,IMPS,Utilities,Successful
T301320,C100737,2025-11-29,Debit,5416.63,IMPS,Restaurants,Successful
T301321,C100418,2025-07-03,Debit,7448.0,Net Banking,Travel,Successful
T301322,C100671,2026-02-05,Debit,568.34,Card,Restaurants,Failed
T301323,C100307,2025-11-13,Credit,6891.13,Card,Shopping,Successful
T301324,C100356,2025-09-20,Credit,421.13,IMPS,Education,Successful
T301325,C100313,2025-08-22,Debit,2349.09,Net Banking,Shopping,Successful
T301326,C100093,2026-04-20,Debit,1774.7,UPI,Utilities,Successful
T301327,C100639,2025-11-25,Debit,344.62,UPI,Restaurants,Successful
T301328,C100451,2026-05-30,Credit,10637.25,UPI,Restaurants,Successful
T301329,C100653,2026-04-06,Credit,2902.29,UPI,Travel,Successful
T301330,C100237,2025-09-15,Debit,2250.82,NEFT,Travel,Successful
T301331,C100624,2025-11-13,Debit,1346.34,Net Banking,Groceries,Successful
T301332,C100619,2026-06-19,Debit,42687.61,Net Banking,Shopping,Successful
T301333,C100598,2026-04-26,Credit,405.16,IMPS,Groceries,Successful
T301334,C100262,2025-10-08,Debit,3209.45,UPI,Utilities,Successful
T301335,C100242,2026-01-19,Credit,1451.71,UPI,Restaurants,Successful
T301336,C100782,2025-09-16,Credit,5603.1,Card,Restaurants,Successful
T301337,C100118,2025-09-22,Debit,339.64,Net Banking,Groceries,Successful
T301338,C100433,2026-03-06,Debit,2320.61,NEFT,Healthcare,Successful
T301339,C100311,2026-03-06,Debit,1807.94,UPI,Utilities,Reversed
T301340,C100170,2026-01-06,Debit,5556.56,UPI,Healthcare,Successful
T301341,C100012,2025-07-25,Debit,2166.22,IMPS,Education,Successful
T301342,C100294,2025-11-12,Debit,805.14,NEFT,Travel,Failed
T301343,C100316,2026-01-01,Debit,3263.25,UPI,Groceries,Successful
T301344,C100094,2026-01-18,Credit,3280.17,Card,Travel,Successful
T301345,C100046,2025-09-10,Debit,13013.78,NEFT,Travel,Successful
T301346,C100547,2026-04-02,Debit,1777.73,NEFT,Healthcare,Successful
T301347,C100798,2025-10-21,Debit,2178.37,Net Banking,Restaurants,Successful
T301348,C100456,2025-11-01,Debit,1149.11,Card,Groceries,Successful
T301349,C100027,2026-06-10,Debit,1077.14,Card,Shopping,Successful
T301350,C100569,2025-08-27,Debit,1586.22,Net Banking,Groceries,Successful
T301351,C100197,2025-10-18,Debit,4091.18,Card,Travel,Successful
T301352,C100693,2025-12-21,Credit,3487.06,UPI,Shopping,Successful
T301353,C100411,2026-05-01,Debit,6093.31,NEFT,Restaurants,Successful
T301354,C100560,2026-06-13,Debit,11639.34,UPI,Travel,Successful
T301355,C100627,2026-02-02,Debit,5613.09,Card,Shopping,Successful
T301356,C100398,2025-08-09,Debit,5445.15,IMPS,Groceries,Successful
T301357,C100617,2026-01-10,Debit,3335.94,IMPS,Groceries,Failed
T301358,C100443,2025-12-07,Credit,3752.38,IMPS,Travel,Successful
T301359,C100522,2025-12-28,Credit,2026.95,NEFT,Restaurants,Successful
T301360,C100094,2026-01-26,Debit,959.28,IMPS,Shopping,Successful
T301361,C100290,2026-02-20,Credit,671.66,UPI,Shopping,Successful
T301362,C100150,2025-11-12,Credit,2618.4,IMPS,Restaurants,Successful
T301363,C100388,2025-09-18,Debit,4676.51,IMPS,Healthcare,Successful
T301364,C100148,2026-06-03,Debit,912.42,Card,Travel,Successful
T301365,C100094,2025-12-02,Debit,4689.29,Card,Shopping,Successful
T301366,C100266,2026-06-13,Debit,5133.95,Card,Groceries,Successful
T301367,C100337,2026-01-25,Debit,1618.07,Card,Healthcare,Successful
T301368,C100786,2026-05-30,Credit,1321.85,Card,Education,Successful
T301369,C100543,2025-08-17,Credit,4422.27,UPI,Groceries,Successful
T301370,C100296,2026-06-29,Debit,10080.98,UPI,Travel,Successful
T301371,C100577,2025-07-16,Debit,2072.41,IMPS,Education,Successful
T301372,C100167,2025-09-13,Debit,1698.8,Card,Healthcare,Successful
T301373,C100618,2025-08-09,Credit,1449.36,Net Banking,Healthcare,Successful
T301374,C100039,2026-04-08,Debit,2178.94,UPI,Utilities,Successful
T301375,C100559,2026-03-30,Credit,2536.86,Net Banking,Utilities,Successful
T301376,C100674,2026-01-18,Debit,8206.58,IMPS,Education,Successful
T301377,C100231,2026-04-28,Debit,3140.1,Net Banking,Restaurants,Successful
T301378,C100157,2025-09-10,Debit,714.04,Net Banking,Restaurants,Successful
T301379,C100371,2025-11-07,Debit,15319.64,Card,Restaurants,Successful
T301380,C100232,2026-06-03,Debit,929.57,Net Banking,Shopping,Successful
T301381,C100652,2025-10-19,Credit,1884.39,UPI,Education,Successful
T301382,C100518,2026-03-03,Debit,847.39,Card,Shopping,Successful
T301383,C100501,2025-11-21,Debit,2253.01,Net Banking,Travel,Successful
T301384,C100060,2025-09-28,Debit,4241.87,NEFT,Education,Successful
T301385,C100701,2025-08-10,Debit,2080.03,Net Banking,Shopping,Successful
T301386,C100161,2025-12-07,Debit,856.74,UPI,Travel,Successful
T301387,C100501,2025-11-12,Debit,10368.1,Net Banking,Travel,Successful
T301388,C100251,2025-10-11,Debit,10147.41,NEFT,Education,Successful
T301389,C100630,2025-12-11,Debit,4406.26,IMPS,Travel,Successful
T301390,C100414,2025-10-30,Debit,2294.85,UPI,Groceries,Successful
T301391,C100286,2026-06-26,Debit,1753.14,NEFT,Travel,Reversed
T301392,C100045,2026-05-21,Debit,6812.83,IMPS,Education,Successful
T301393,C100384,2026-06-01,Debit,681.63,UPI,Shopping,Successful
T301394,C100382,2026-01-08,Credit,4489.44,Card,Travel,Successful
T301395,C100228,2025-07-08,Debit,689.29,UPI,Utilities,Successful
T301396,C100310,2025-07-18,Credit,816.77,UPI,Restaurants,Successful
T301397,C100513,2026-01-14,Debit,11187.57,Net Banking,Utilities,Failed
T301398,C100109,2026-01-20,Credit,3879.52,IMPS,Education,Successful
T301399,C100545,2026-06-16,Credit,,IMPS,Shopping,Successful
T301400,C100525,2026-01-06,Debit,761.08,IMPS,Shopping,Successful
T301401,C100338,2026-06-09,Credit,1961.0,UPI,Utilities,Successful
T301402,C100048,2025-12-19,Debit,2213.35,Net Banking,Education,Successful
T301403,C100680,2025-09-19,Credit,8155.15,IMPS,Utilities,Successful
T301404,C100590,2025-07-24,Debit,299.58,Net Banking,Healthcare,Successful
T301405,C100787,2025-12-02,Debit,13636.69,Net Banking,Education,Successful
T301406,C100050,2025-07-19,Debit,1594.06,Net Banking,Shopping,Successful
T301407,C100229,2026-02-19,Debit,1471.11,Net Banking,Restaurants,Successful
T301408,C100070,2025-12-19,Credit,1638.7,NEFT,Travel,Failed
T301409,C100288,2025-10-24,Debit,538.16,IMPS,Shopping,Successful
T301410,C100342,2025-10-17,Debit,6835.0,IMPS,Utilities,Successful
T301411,C100241,2026-04-12,Debit,1952.4,Card,Utilities,Failed
T301412,C100032,2026-03-02,Debit,1573.02,Net Banking,Shopping,Successful
T301413,C100350,2026-01-25,Debit,1715.09,IMPS,Groceries,Successful
T301414,C100086,2026-03-15,Debit,611.22,Net Banking,Shopping,Successful
T301415,C100200,2025-09-02,Debit,2369.09,IMPS,Groceries,Failed
T301416,C100776,2025-09-12,Debit,9870.4,IMPS,Healthcare,Successful
T301417,C100236,2025-12-09,Credit,2535.47,IMPS,Utilities,Reversed
T301418,C100452,2026-06-04,Debit,2755.53,UPI,Healthcare,Successful
T301419,C100395,2026-02-19,Debit,16918.38,NEFT,Restaurants,Successful
T301420,C100261,2025-10-25,Credit,1354.42,Net Banking,Travel,Successful
T301421,C100276,2026-05-25,Debit,,Net Banking,Groceries,Successful
T301422,C100037,2026-03-17,Debit,1584.54,NEFT,Education,Successful
T301423,C100311,2025-09-27,Debit,3378.8,NEFT,Travel,Successful
T301424,C100378,2026-04-28,Debit,7663.12,Net Banking,Healthcare,Successful
T301425,C100026,2025-09-06,Debit,5610.32,NEFT,Education,Successful
T301426,C100703,2025-10-20,Debit,1544.32,IMPS,Travel,Successful
T301427,C100112,2025-10-01,Debit,3319.19,Net Banking,Groceries,Successful
T301428,C100294,2026-03-21,Debit,494.87,UPI,Utilities,Successful
T301429,C100468,2026-06-25,Credit,765.59,Card,Shopping,Successful
T301430,C100357,2025-09-06,Debit,1661.55,Card,Restaurants,Successful
T301431,C100593,2025-10-06,Debit,4849.48,UPI,Education,Successful
T301432,C100243,2026-05-28,Debit,910.14,UPI,Utilities,Successful
T301433,C100577,2025-09-23,Credit,3002.1,Card,Groceries,Successful
T301434,C100610,2026-05-08,Debit,10333.36,Net Banking,Shopping,Successful
T301435,C100545,2026-01-05,Debit,6784.82,Card,Utilities,Successful
T301436,C100678,2025-11-13,Debit,4391.32,Net Banking,Groceries,Successful
T301437,C100239,2025-11-24,Debit,461.0,IMPS,Groceries,Successful
T301438,C100361,2026-05-20,Debit,1823.7,IMPS,Healthcare,Successful
T301439,C100375,2026-03-10,Debit,1457.3,NEFT,Restaurants,Successful
T301440,C100278,2025-12-13,Credit,3042.11,IMPS,Shopping,Successful
T301441,C100448,2025-09-21,Credit,725.57,IMPS,Shopping,Successful
T301442,C100618,2025-08-26,Debit,6132.08,Card,Groceries,Successful
T301443,C100490,2025-08-29,Debit,3180.43,UPI,Restaurants,Successful
T301444,C100545,2026-05-05,Debit,4481.01,UPI,Education,Successful
T301445,C100650,2026-06-25,Credit,1983.06,Card,Healthcare,Reversed
T301446,C100467,2026-05-31,Debit,967.61,IMPS,Restaurants,Successful
T301447,C100244,2026-04-21,Credit,4764.03,Card,Travel,Successful
T301448,C100089,2025-10-26,Debit,10806.0,Card,Healthcare,Successful
T301449,C100416,2026-03-14,Debit,3009.38,IMPS,Education,Successful
T301450,C100643,2026-06-19,Debit,5053.83,NEFT,Shopping,Successful
T301451,C100528,2026-06-02,Credit,21207.26,NEFT,Restaurants,Successful
T301452,C100300,2025-08-15,Debit,9516.53,UPI,Healthcare,Successful
T301453,C100284,2026-04-18,Credit,1473.5,Net Banking,Utilities,Successful
T301454,C100757,2025-08-14,Debit,450.01,Net Banking,Groceries,Successful
T301455,C100235,2025-11-11,Credit,6822.13,UPI,Education,Successful
T301456,C100588,2026-01-12,Debit,578.7,NEFT,Restaurants,Successful
T301457,C100360,2026-03-21,Debit,717.85,Card,Restaurants,Successful
T301458,C100789,2025-10-15,Debit,233.0,UPI,Utilities,Successful
T301459,C100218,2026-01-26,Credit,15313.7,Card,Education,Successful
T301460,C100633,2025-11-26,Debit,2166.33,NEFT,Healthcare,Failed
